,DayNum,LScore,LTeamID,LTseed,Lsea,NumOT,Season,WLoc,WScore,WTeamID,WTseed,Wsea,index
183,7,63,1103,,,0,2014,H,85,1388,,,129387
184,7,67,1290,,,0,2014,H,91,1401,,,129388
185,7,68,1319,,,0,2014,H,88,1403,,,129389
186,7,76,1353,,,0,2014,H,79,1412,,,129390
187,7,71,1299,,,0,2014,H,78,1430,,,129391
188,7,67,1421,,,0,2014,H,74,1441,,,129392
189,7,52,1398,,,0,2014,N,63,1444,14,X,129393
190,7,77,1172,,,0,2014,A,81,1454,15,W,129394
191,7,49,1443,,,0,2014,H,66,1455,01,Y,129395
192,8,65,1312,,,0,2014,H,71,1107,16,X,129396
193,8,54,1275,,,0,2014,H,90,1113,10,Y,129397
194,8,64,1376,,,0,2014,H,66,1124,06,Z,129398
195,8,70,1141,,,0,2014,H,80,1133,,,129399
196,8,50,1176,,,0,2014,H,77,1143,,,129400
197,8,66,1111,,,0,2014,A,73,1144,,,129401
198,8,75,1240,,,0,2014,H,79,1152,,,129402
199,8,57,1301,12,Y,0,2014,H,68,1153,05,W,129403
200,8,68,1342,,,0,2014,H,82,1154,,,129404
201,8,82,1150,,,0,2014,H,83,1158,,,129405
202,8,70,1229,,,0,2014,A,78,1180,,,129406
203,8,84,1422,,,0,2014,A,85,1187,,,129407
204,8,78,1237,,,0,2014,A,84,1191,,,129408
205,8,51,1216,,,0,2014,H,65,1195,,,129409
206,8,64,1205,,,0,2014,H,75,1202,,,129410
207,8,81,1263,,,0,2014,H,108,1203,09,W,129411
208,8,54,1249,,,0,2014,A,68,1206,,,129412
209,8,59,1389,,,0,2014,A,64,1214,,,129413
210,8,72,1254,,,0,2014,H,73,1231,,,129414
211,8,50,1394,,,0,2014,H,80,1235,03,W,129415
212,8,83,1181,03,Y,0,2014,N,94,1242,02,X,129416
213,8,67,1346,,,0,2014,H,73,1247,,,129417
214,8,78,1351,,,0,2014,H,92,1250,,,129418
215,8,79,1395,,,0,2014,A,82,1255,,,129419
216,8,69,1220,,,0,2014,H,97,1257,04,Y,129420
217,8,70,1162,,,0,2014,A,71,1264,13,Y,129421
218,8,71,1212,,,0,2014,H,114,1266,,,129422
219,8,90,1261,,,0,2014,H,92,1269,06,Y,129423
220,8,59,1354,,,0,2014,H,93,1276,02,Y,129424
221,8,74,1246,08,Y,0,2014,N,78,1277,04,W,129425
222,8,58,1285,,,0,2014,H,84,1278,,,129426
223,8,59,1356,,,0,2014,H,72,1281,,,129427
224,8,63,1190,,,0,2014,A,71,1287,,,129428
225,8,47,1442,,,0,2014,H,62,1304,11,Z,129429
226,8,58,1142,16,Y,0,2014,A,60,1305,,,129430
227,8,69,1325,,,0,2014,H,79,1326,06,X,129431
228,8,40,1430,,,0,2014,H,93,1329,09,Z,129432
229,8,79,1414,,,0,2014,H,84,1334,,,129433
230,8,73,1284,,,0,2014,A,79,1335,,,129434
231,8,54,1201,,,0,2014,H,75,1338,09,X,129435
232,8,81,1248,,,0,2014,A,90,1352,,,129436
233,8,65,1424,,,0,2014,A,86,1364,,,129437
234,8,77,1363,,,0,2014,H,89,1365,,,129438
235,8,62,1349,,,0,2014,A,63,1368,,,129439
236,8,57,1402,,,0,2014,A,64,1372,12,X,129440
237,8,65,1126,,,0,2014,H,91,1378,,,129441
238,8,74,1200,,,0,2014,H,89,1393,03,X,129442
239,8,69,1260,,,0,2014,H,74,1399,,,129443
240,8,77,1375,,,0,2014,H,84,1400,07,Y,129444
241,8,75,1288,,,0,2014,H,95,1406,,,129445
242,8,60,1324,,,0,2014,H,91,1417,04,X,129446
243,8,66,1270,,,0,2014,H,92,1418,14,Z,129447
244,8,79,1169,,,0,2014,H,95,1425,,,129448
245,8,75,1359,,,0,2014,H,88,1426,,,129449
246,8,57,1381,,,0,2014,H,90,1429,,,129450
247,8,56,1438,01,W,0,2014,A,59,1433,05,X,129451
248,8,80,1209,,,0,2014,H,86,1435,,,129452
249,8,66,1373,,,0,2014,H,77,1436,,,129453
250,8,82,1452,,,0,2014,H,87,1439,,,129454
251,8,71,1440,,,0,2014,H,98,1448,,,129455
252,8,72,1251,,,0,2014,H,84,1456,,,129456
253,8,53,1196,01,X,0,2014,H,59,1458,02,Z,129457
254,8,63,1397,11,Y,0,2014,H,67,1462,12,Y,129458
255,9,62,1404,,,0,2014,H,72,1117,,,129459
256,9,79,1165,,,0,2014,A,89,1127,,,129460
257,9,65,1262,,,0,2014,H,91,1131,,,129461
258,9,77,1171,,,0,2014,A,87,1136,,,129462
259,9,80,1336,,,0,2014,A,90,1137,,,129463
260,9,37,1175,,,0,2014,H,58,1155,,,129464
261,9,58,1461,,,0,2014,H,63,1160,08,X,129465
262,9,66,1170,,,0,2014,H,74,1167,,,129466
263,9,56,1384,,,0,2014,H,70,1173,11,X,129467
264,9,68,1416,,,0,2014,A,80,1199,,,129468
265,9,70,1460,,,0,2014,H,88,1207,,,129469
266,9,53,1193,,,0,2014,A,63,1216,,,129470
267,9,118,1357,,,2,2014,H,122,1221,,,129471
268,9,52,1434,,,0,2014,H,64,1228,,,129472
269,9,63,1331,,,0,2014,H,71,1243,09,Y,129473
270,9,44,1101,,,0,2014,H,67,1268,,,129474
271,9,70,1316,,,0,2014,H,77,1292,,,129475
272,9,71,1282,,,0,2014,H,101,1303,,,129476
273,9,81,1182,,,0,2014,A,84,1306,,,129477
274,9,81,1138,,,0,2014,H,92,1310,,,129478
275,9,65,1225,,,0,2014,H,85,1328,05,Z,129479
276,9,57,1224,,,0,2014,H,77,1330,,,129480
277,9,83,1441,,,0,2014,H,107,1332,07,Z,129481
278,9,73,1339,,,0,2014,H,79,1333,,,129482
279,9,66,1415,,,0,2014,A,69,1337,,,129483
280,9,69,1135,,,0,2014,H,73,1344,11,W,129484
281,9,73,1148,,,0,2014,H,109,1345,,,129485
282,9,82,1156,,,0,2014,H,91,1362,,,129486
283,9,71,1168,,,0,2014,H,75,1370,,,129487
284,9,76,1245,,,0,2014,H,78,1371,,,129488
285,9,68,1177,,,0,2014,A,75,1379,,,129489
286,9,62,1265,,,0,2014,H,81,1386,10,W,129490
287,9,58,1188,,,0,2014,A,82,1387,05,Y,129491
288,9,66,1318,,,0,2014,H,73,1392,,,129492
289,9,73,1380,,,0,2014,A,79,1408,,,129493
290,9,78,1149,,,1,2014,A,80,1423,,,129494
291,9,59,1291,16,X,0,2014,H,90,1437,02,W,129495
292,9,74,1367,,,0,2014,H,82,1457,,,129496
293,10,64,1403,,,0,2014,H,76,1104,,,129497
294,10,61,1420,,,1,2014,H,63,1110,15,Z,129498
295,10,60,1361,04,Z,0,2014,A,69,1112,01,Z,129499
296,10,95,1232,,,0,2014,H,96,1125,,,129500
297,10,55,1178,,,0,2014,H,101,1163,07,W,129501
298,10,64,1352,,,0,2014,H,69,1185,,,129502
299,10,60,1391,,,0,2014,H,63,1197,,,129503
300,10,62,1427,,,0,2014,H,80,1222,,,129504
301,10,63,1271,,,0,2014,H,109,1234,11,Y,129505
302,10,82,1102,,,0,2014,A,84,1238,,,129506
303,10,73,1253,,,0,2014,A,74,1258,,,129507
304,10,69,1122,,,0,2014,H,95,1272,08,W,129508
305,10,69,1411,16,Y,0,2014,H,84,1274,,,129509
306,10,55,1244,,,0,2014,H,78,1280,,,129510
307,10,69,1355,,,0,2014,A,77,1285,,,129511
308,10,78,1311,,,0,2014,H,92,1317,,,129512
309,10,71,1463,,,0,2014,H,72,1353,,,129513
310,10,103,1341,,,2,2014,A,108,1358,,,129514
311,10,61,1288,,,0,2014,A,68,1360,,,129515
312,10,65,1295,12,Z,0,2014,H,78,1388,,,129516
313,10,58,1321,,,0,2014,H,71,1390,10,X,129517
314,10,92,1130,,,0,2014,A,95,1405,,,129518
315,10,69,1396,,,0,2014,H,75,1406,,,129519
316,10,69,1407,,,0,2014,H,81,1412,,,129520
317,10,72,1449,,,0,2014,A,86,1414,,,129521
318,10,62,1456,,,0,2014,H,79,1455,01,Y,129522
319,11,60,1226,,,0,2014,H,88,1113,10,Y,129523
320,11,63,1418,14,Z,0,2014,H,76,1116,,,129524
321,11,64,1152,,,0,2014,H,77,1133,,,129525
322,11,76,1291,16,X,0,2014,H,108,1140,10,Z,129526
323,11,60,1324,,,0,2014,H,64,1143,,,129527
324,11,69,1189,,,0,2014,H,83,1150,,,129528
325,11,73,1426,,,0,2014,A,83,1156,,,129529
326,11,64,1194,,,0,2014,H,97,1181,03,Y,129530
327,11,69,1202,,,0,2014,A,70,1195,,,129531
328,11,72,1250,,,0,2014,H,80,1200,,,129532
329,11,71,1208,,,0,2014,A,80,1210,,,129533
330,11,60,1192,,,0,2014,H,74,1216,,,129534
331,11,44,1224,,,0,2014,H,76,1217,12,W,129535
332,11,59,1359,,,0,2014,H,105,1231,,,129536
333,11,55,1296,,,0,2014,A,60,1241,,,129537
334,11,54,1165,,,0,2014,H,99,1257,04,Y,129538
335,11,53,1162,,,0,2014,H,62,1277,04,W,129539
336,11,90,1362,,,0,2014,A,92,1305,,,129540
337,11,73,1431,,,0,2014,H,86,1308,13,Z,129541
338,11,85,1119,,,0,2014,A,89,1312,,,129542
339,11,54,1221,,,0,2014,H,62,1314,06,W,129543
340,11,92,1120,,,0,2014,A,111,1322,,,129544
341,11,63,1115,,,0,2014,H,97,1329,09,Z,129545
342,11,60,1293,,,0,2014,H,70,1330,,,129546
343,11,59,1299,,,0,2014,H,72,1348,,,129547
344,11,61,1132,,,0,2014,A,75,1378,,,129548
345,11,57,1447,,,0,2014,H,73,1385,,,129549
346,11,71,1236,,,0,2014,H,72,1394,,,129550
347,11,62,1372,12,X,0,2014,H,72,1400,07,Y,129551
348,11,65,1349,,,0,2014,H,68,1401,,,129552
349,11,78,1399,,,0,2014,N,81,1410,,,129553
350,11,58,1158,,,1,2014,A,67,1421,,,129554
351,11,70,1303,,,0,2014,H,73,1424,,,129555
352,11,63,1319,,,0,2014,H,67,1425,,,129556
353,11,60,1413,,,0,2014,H,94,1428,,,129557
354,11,69,1252,,,0,2014,H,80,1435,,,129558
355,11,61,1441,,,0,2014,H,79,1439,,,129559
356,11,48,1342,,,0,2014,H,69,1448,,,129560
357,11,61,1363,,,0,2014,N,64,1454,15,W,129561
358,11,56,1287,,,0,2014,H,79,1462,12,Y,129562
359,12,73,1240,,,0,2014,A,84,1106,,,129563
360,12,73,1357,,,0,2014,A,85,1135,,,129564
361,12,64,1436,,,0,2014,H,87,1136,,,129565
362,12,50,1384,,,0,2014,H,72,1137,,,129566
363,12,67,1343,,,0,2014,H,70,1139,,,129567
364,12,49,1111,,,0,2014,H,77,1153,05,W,129568
365,12,70,1238,,,0,2014,H,94,1160,08,X,129569
366,12,67,1451,16,Z,0,2014,H,88,1161,,,129570
367,12,79,1386,10,W,0,2014,A,83,1166,03,Z,129571
368,12,73,1365,,,0,2014,H,86,1168,,,129572
369,12,59,1262,,,0,2014,H,77,1171,,,129573
370,12,58,1383,,,0,2014,H,78,1173,11,X,129574
371,12,72,1460,,,0,2014,H,81,1177,,,129575
372,12,66,1227,,,0,2014,A,86,1183,,,129576
373,12,67,1219,,,0,2014,H,74,1184,15,X,129577
374,12,93,1146,,,0,2014,H,100,1188,,,129578
375,12,56,1114,,,0,2014,H,86,1196,01,X,129579
376,12,68,1411,16,Y,0,2014,H,70,1198,,,129580
377,12,64,1169,,,0,2014,H,80,1201,,,129581
378,12,74,1264,13,Y,0,2014,A,80,1203,09,W,129582
379,12,78,1239,,,0,2014,H,87,1205,,,129583
380,12,70,1320,,,0,2014,H,76,1206,,,129584
381,12,55,1459,15,Y,0,2014,H,76,1233,,,129585
382,12,60,1410,,,0,2014,N,66,1236,,,129586
383,12,74,1373,,,0,2014,H,78,1247,,,129587
384,12,52,1193,,,0,2014,H,59,1259,,,129588
385,12,74,1322,,,0,2014,H,88,1261,,,129589
386,12,74,1371,,,2,2014,H,77,1273,14,Y,129590
387,12,59,1350,,,0,2014,A,74,1278,,,129591
388,12,70,1157,16,W,0,2014,A,72,1279,,,129592
389,12,80,1218,,,0,2014,N,92,1281,,,129593
390,12,93,1409,13,X,0,2014,H,96,1283,,,129594
391,12,73,1103,,,0,2014,H,80,1292,,,129595
392,12,59,1363,,,0,2014,H,60,1296,,,129596
393,12,50,1127,,,0,2014,A,68,1298,,,129597
394,12,66,1144,,,0,2014,H,81,1301,12,Y,129598
395,12,69,1148,,,0,2014,H,83,1318,,,129599
396,12,35,1266,,,0,2014,A,52,1326,06,X,129600
397,12,65,1402,,,0,2014,H,82,1331,,,129601
398,12,71,1335,,,0,2014,A,83,1336,,,129602
399,12,71,1141,,,0,2014,A,88,1337,,,129603
400,12,48,1265,,,0,2014,H,93,1344,11,W,129604
401,12,69,1107,16,X,0,2014,H,79,1346,,,129605
402,12,44,1297,,,0,2014,A,75,1360,,,129606
403,12,68,1237,,,0,2014,A,76,1369,,,129607
404,12,78,1316,,,0,2014,A,87,1380,,,129608
405,12,64,1145,,,0,2014,H,86,1382,,,129609
406,12,67,1356,,,0,2014,A,76,1387,05,Y,129610
407,12,63,1179,,,0,2014,H,67,1388,,,129611
408,12,50,1159,,,0,2014,H,69,1393,03,X,129612
409,12,65,1367,,,0,2014,H,74,1397,11,Y,129613
410,12,60,1394,,,0,2014,A,62,1399,,,129614
411,12,59,1260,,,0,2014,H,65,1408,,,129615
412,12,67,1286,,,0,2014,H,72,1415,,,129616
413,12,64,1364,,,0,2014,A,71,1429,,,129617
414,12,71,1457,,,0,2014,H,92,1433,05,X,129618
415,12,57,1172,,,0,2014,N,70,1438,01,W,129619
416,12,63,1251,,,0,2014,A,68,1441,,,129620
417,12,50,1190,,,0,2014,H,57,1443,,,129621
418,12,64,1249,,,0,2014,H,84,1450,,,129622
419,12,66,1241,,,0,2014,N,77,1454,15,W,129623
420,12,71,1398,,,0,2014,H,85,1455,01,Y,129624
421,12,66,1453,,,0,2014,A,69,1458,02,Z,129625
422,12,64,1117,,,0,2014,H,85,1461,,,129626
423,13,64,1115,,,0,2014,H,67,1102,,,129627
424,13,68,1418,14,Z,0,2014,H,87,1124,06,Z,129628
425,13,80,1314,06,W,0,2014,A,83,1125,,,129629
426,13,79,1194,,,0,2014,H,82,1130,,,129630
427,13,57,1376,,,0,2014,H,71,1155,,,129631
428,13,60,1131,,,0,2014,H,77,1163,07,W,129632
429,13,79,1214,,,0,2014,A,90,1174,13,W,129633
430,13,61,1404,,,0,2014,H,89,1199,,,129634
431,13,67,1324,,,0,2014,H,82,1211,08,Z,129635
432,13,66,1250,,,0,2014,H,80,1222,,,129636
433,13,55,1133,,,0,2014,H,81,1228,,,129637
434,13,64,1321,,,0,2014,A,68,1229,,,129638
435,13,74,1392,,,0,2014,H,90,1231,,,129639
436,13,70,1323,,,0,2014,A,83,1232,,,129640
437,13,41,1101,,,0,2014,H,103,1234,11,Y,129641
438,13,70,1276,02,Y,0,2014,H,77,1235,03,W,129642
439,13,66,1399,,,0,2014,N,69,1236,,,129643
440,13,66,1363,,,0,2014,N,79,1241,,,129644
441,13,58,1253,,,0,2014,H,71,1243,09,Y,129645
442,13,58,1389,,,0,2014,H,75,1245,,,129646
443,13,49,1352,,,0,2014,H,87,1246,08,Y,129647
444,13,78,1319,,,0,2014,H,90,1258,,,129648
445,13,69,1464,,,0,2014,H,85,1269,06,Y,129649
446,13,94,1267,,,1,2014,H,102,1287,,,129650
447,13,57,1354,,,0,2014,H,83,1304,11,Z,129651
448,13,93,1149,,,0,2014,H,109,1307,07,X,129652
449,13,63,1306,,,0,2014,A,71,1312,,,129653
450,13,72,1434,,,0,2014,H,76,1325,,,129654
451,13,83,1268,,,0,2014,A,90,1333,,,129655
452,13,52,1442,,,0,2014,H,66,1334,,,129656
453,13,52,1224,,,0,2014,H,84,1338,09,X,129657
454,13,77,1351,,,0,2014,H,81,1345,,,129658
455,13,57,1176,,,0,2014,A,66,1390,10,X,129659
456,13,61,1410,,,0,2014,H,72,1394,,,129660
457,13,63,1126,,,0,2014,H,83,1416,,,129661
458,13,84,1291,16,X,1,2014,H,90,1420,,,129662
459,13,44,1406,,,0,2014,H,78,1437,02,W,129663
460,13,69,1105,,,0,2014,H,73,1444,14,X,129664
461,13,80,1186,,,0,2014,H,92,1449,,,129665
462,13,83,1182,,,0,2014,H,96,1452,,,129666
463,13,69,1296,,,0,2014,A,82,1454,15,W,129667
464,14,75,1152,,,0,2014,H,79,1106,,,129668
465,14,50,1192,,,0,2014,H,100,1112,01,Z,129669
466,14,78,1374,,,0,2014,H,89,1116,,,129670
467,14,83,1369,,,0,2014,H,87,1123,,,129671
468,14,47,1381,,,0,2014,H,75,1143,,,129672
469,14,70,1117,,,0,2014,H,93,1160,08,X,129673
470,14,66,1305,,,0,2014,H,74,1167,,,129674
471,14,64,1189,,,0,2014,N,71,1180,,,129675
472,14,55,1421,,,0,2014,H,91,1181,03,Y,129676
473,14,69,1156,,,0,2014,H,81,1185,,,129677
474,14,74,1313,,,0,2014,N,76,1187,,,129678
475,14,76,1273,14,Y,0,2014,H,89,1191,,,129679
476,14,53,1380,,,0,2014,H,67,1196,01,X,129680
