DayNum,LScore,LTeamID,LTseed,NumOT,Season,WLoc,WScore,WTeamID,WTseed,index
11,57,1411,,0,2016,H,86,1307,,139982
11,69,1223,,0,2016,H,91,1308,,139983
11,67,1396,10,0,2016,N,91,1314,1,139984
11,81,1228,,0,2016,N,93,1316,,139985
11,84,1131,,1,2016,A,87,1318,,139986
11,57,1262,,0,2016,H,79,1321,,139987
11,56,1384,,0,2016,H,87,1323,6,139988
11,57,1404,,0,2016,H,91,1329,,139989
11,50,1310,,0,2016,H,67,1330,,139990
11,65,1283,,0,2016,H,80,1331,,139991
11,52,1238,,0,2016,H,80,1332,1,139992
11,75,1352,,0,2016,H,76,1335,,139993
11,56,1351,,0,2016,A,64,1343,,139994
11,40,1299,,0,2016,H,81,1345,5,139995
11,42,1110,,0,2016,H,65,1348,,139996
11,75,1102,,0,2016,H,77,1356,,139997
11,64,1346,,0,2016,N,76,1357,,139998
11,60,1229,,0,2016,H,71,1361,,139999
11,75,1227,,0,2016,A,78,1362,,140000
11,59,1303,,0,2016,A,60,1364,,140001
11,67,1171,,0,2016,H,84,1371,6,140002
11,53,1127,,0,2016,H,63,1382,,140003
11,57,1447,,0,2016,H,66,1385,,140004
11,81,1180,,0,2016,H,82,1386,8,140005
11,65,1135,,0,2016,H,77,1389,,140006
11,89,1453,14,1,2016,H,93,1390,,140007
11,47,1250,,0,2016,H,57,1393,10,140008
11,77,1368,,0,2016,H,90,1395,,140009
11,78,1421,15,0,2016,H,82,1397,,140010
11,71,1259,,0,2016,A,86,1398,,140011
11,64,1367,,0,2016,H,104,1401,3,140012
11,73,1219,,0,2016,H,77,1403,8,140013
11,77,1378,,0,2016,A,82,1407,,140014
11,72,1142,,0,2016,H,74,1424,,140015
11,45,1360,,0,2016,H,83,1425,8,140016
11,71,1381,,0,2016,H,82,1428,3,140017
11,70,1451,15,0,2016,A,73,1429,,140018
11,50,1341,,0,2016,H,75,1433,10,140019
11,64,1236,,0,2016,H,78,1434,,140020
11,41,1122,16,0,2016,H,80,1435,11,140021
11,54,1192,16,0,2016,H,91,1437,2,140022
11,48,1288,,0,2016,H,86,1438,1,140023
11,67,1458,7,0,2016,A,69,1442,,140024
11,73,1420,,0,2016,H,78,1448,,140025
11,71,1400,6,0,2016,N,77,1449,,140026
11,70,1319,,0,2016,H,82,1450,,140027
11,61,1297,,0,2016,H,107,1452,3,140028
11,58,1176,,0,2016,N,71,1454,,140029
11,63,1149,,0,2016,H,88,1455,11,140030
11,68,1301,,0,2016,A,85,1456,,140031
11,69,1377,,0,2016,N,77,1460,,140032
11,72,1275,,0,2016,H,81,1462,2,140033
11,57,1193,,0,2016,N,70,1463,12,140034
12,53,1156,,0,2016,N,65,1103,,140035
12,82,1439,,0,2016,A,85,1106,,140036
12,68,1239,,0,2016,H,76,1111,,140037
12,49,1383,,0,2016,H,75,1130,,140038
12,61,1309,,0,2016,H,79,1132,,140039
12,71,1154,,0,2016,H,144,1139,9,140040
12,78,1320,11,0,2016,A,84,1161,,140041
12,70,1411,,0,2016,H,93,1166,,140042
12,67,1460,,0,2016,N,72,1169,,140043
12,85,1416,,0,2016,H,90,1172,,140044
12,33,1365,,0,2016,A,55,1176,,140045
12,63,1444,,0,2016,H,69,1177,,140046
12,75,1136,,0,2016,H,113,1181,4,140047
12,54,1363,,0,2016,A,74,1225,,140048
12,70,1464,,0,2016,H,79,1245,,140049
12,57,1312,,0,2016,H,87,1246,4,140050
12,76,1406,,0,2016,H,78,1247,,140051
12,79,1224,,0,2016,H,85,1269,,140052
12,49,1379,,0,2016,H,67,1272,,140053
12,65,1377,,0,2016,H,72,1296,,140054
12,51,1290,,0,2016,H,97,1304,,140055
12,75,1195,16,0,2016,H,85,1325,,140056
12,50,1440,,0,2016,H,62,1336,,140057
12,64,1217,,0,2016,H,76,1344,9,140058
12,80,1207,,2,2016,A,82,1347,,140059
12,50,1358,,0,2016,H,85,1374,,140060
12,69,1313,,0,2016,H,84,1376,,140061
12,81,1146,,0,2016,H,98,1409,11,140062
12,72,1200,,0,2016,H,77,1426,,140063
12,65,1252,,0,2016,N,71,1454,,140064
12,95,1214,16,0,2016,H,102,1457,,140065
13,60,1127,,0,2016,A,75,1119,,140066
13,44,1352,,0,2016,H,106,1153,9,140067
13,45,1427,,0,2016,H,78,1155,,140068
13,65,1370,,0,2016,A,77,1170,,140069
13,69,1252,,0,2016,N,82,1176,,140070
13,65,1369,,0,2016,H,80,1191,,140071
13,62,1311,,0,2016,H,109,1199,,140072
13,63,1157,,0,2016,H,74,1218,13,140073
13,74,1295,,0,2016,N,80,1228,,140074
13,68,1164,,0,2016,H,103,1234,7,140075
13,86,1389,,1,2016,H,87,1248,,140076
13,56,1419,,0,2016,H,67,1278,,140077
13,55,1271,,0,2016,H,73,1281,,140078
13,59,1460,,0,2016,H,65,1296,,140079
13,70,1375,,0,2016,H,88,1301,,140080
13,62,1286,,0,2016,N,83,1305,,140081
13,74,1308,,0,2016,A,83,1307,,140082
13,65,1193,,0,2016,H,92,1314,1,140083
13,54,1291,,0,2016,H,76,1326,,140084
13,61,1148,,0,2016,H,77,1335,,140085
13,79,1436,,0,2016,H,107,1345,5,140086
13,85,1391,,0,2016,H,108,1350,,140087
13,70,1224,,0,2016,H,82,1353,,140088
13,51,1197,,0,2016,H,81,1356,,140089
13,59,1447,,0,2016,H,69,1371,6,140090
13,72,1169,,0,2016,N,76,1377,,140091
13,62,1310,,0,2016,H,73,1386,8,140092
13,68,1216,,0,2016,H,85,1387,,140093
13,59,1149,,0,2016,H,93,1390,,140094
13,66,1339,,0,2016,H,79,1413,,140095
13,53,1258,,0,2016,H,77,1414,,140096
13,83,1142,,0,2016,H,88,1417,,140097
13,58,1233,13,0,2016,H,83,1434,,140098
13,81,1421,15,0,2016,H,90,1441,,140099
13,82,1137,,0,2016,A,90,1448,,140100
13,65,1365,,0,2016,A,71,1454,,140101
13,65,1373,,0,2016,H,92,1458,7,140102
14,70,1399,,0,2016,H,80,1102,,140103
14,60,1133,,0,2016,H,90,1112,6,140104
14,74,1125,,0,2016,H,83,1113,,140105
14,56,1183,,0,2016,H,73,1123,,140106
14,79,1404,,0,2016,A,86,1126,,140107
14,81,1319,,0,2016,H,101,1129,,140108
14,64,1107,,0,2016,H,69,1131,,140109
14,55,1221,16,0,2016,H,71,1135,,140110
14,67,1364,,0,2016,H,85,1143,4,140111
14,89,1250,,0,2016,H,98,1145,,140112
14,58,1298,,0,2016,A,72,1158,,140113
14,98,1159,,2,2016,A,101,1165,,140114
14,75,1309,,0,2016,H,95,1182,,140115
14,74,1150,,0,2016,H,88,1187,,140116
14,54,1299,,0,2016,H,104,1196,,140117
14,72,1249,,0,2016,H,80,1201,14,140118
14,68,1438,1,0,2016,H,73,1203,,140119
14,67,1397,,0,2016,H,69,1210,,140120
14,75,1305,,0,2016,H,76,1218,13,140121
14,66,1287,,0,2016,H,67,1229,,140122
14,76,1122,16,0,2016,H,102,1231,5,140123
14,55,1461,,0,2016,H,70,1232,,140124
14,64,1152,,0,2016,H,106,1235,4,140125
14,71,1162,,0,2016,H,81,1243,,140126
14,65,1140,,0,2016,H,66,1253,,140127
14,68,1259,,0,2016,A,71,1254,,140128
14,69,1244,,0,2016,H,91,1261,,140129
14,71,1237,,1,2016,H,75,1266,,140130
14,60,1206,,0,2016,H,69,1273,,140131
14,77,1418,,0,2016,H,93,1274,3,140132
14,68,1189,,0,2016,H,88,1276,11,140133
14,72,1204,,0,2016,H,82,1279,,140134
14,57,1378,,0,2016,A,60,1312,,140135
14,84,1410,,0,2016,H,106,1316,,140136
14,67,1398,,0,2016,H,75,1325,,140137
14,72,1115,,0,2016,H,86,1329,,140138
14,58,1138,14,0,2016,H,77,1330,,140139
14,67,1124,5,0,2016,H,74,1332,1,140140
14,73,1367,,0,2016,H,74,1342,,140141
14,68,1451,15,0,2016,H,85,1355,12,140142
14,54,1349,,0,2016,H,80,1362,,140143
14,61,1285,,0,2016,H,64,1363,,140144
14,57,1144,,0,2016,H,59,1366,,140145
14,66,1331,,0,2016,H,84,1376,,140146
14,72,1280,,0,2016,A,76,1380,16,140147
14,53,1420,,0,2016,H,75,1385,,140148
14,63,1264,,0,2016,H,89,1388,,140149
14,58,1368,,0,2016,H,100,1401,3,140150
14,61,1288,,0,2016,H,69,1406,,140151
14,74,1179,,1,2016,H,79,1408,,140152
14,70,1106,,0,2016,H,72,1412,,140153
14,59,1184,,0,2016,H,78,1423,13,140154
14,90,1284,,0,2016,H,101,1425,8,140155
14,76,1361,,0,2016,H,81,1428,3,140156
14,74,1347,,0,2016,H,92,1433,10,140157
14,62,1205,,0,2016,H,98,1435,11,140158
14,73,1241,,0,2016,N,86,1452,3,140159
14,77,1357,,0,2016,H,99,1463,12,140160
15,93,1391,,0,2016,H,94,1154,,140161
15,84,1120,,0,2016,A,91,1160,8,140162
15,66,1306,,0,2016,H,85,1163,9,140163
15,78,1427,,0,2016,H,103,1166,,140164
15,45,1225,,0,2016,H,68,1167,15,140165
15,76,1334,,0,2016,A,77,1168,,140166
15,48,1104,,0,2016,H,80,1173,7,140167
15,70,1370,,0,2016,H,76,1186,,140168
15,90,1453,14,0,2016,H,103,1190,,140169
15,79,1239,,0,2016,H,98,1199,,140170
15,70,1111,,0,2016,A,79,1202,,140171
15,48,1110,,0,2016,A,61,1214,16,140172
15,60,1379,,0,2016,A,78,1238,,140173
15,63,1181,4,0,2016,N,74,1246,4,140174
15,60,1351,,0,2016,H,73,1247,,140175
15,68,1426,,0,2016,H,80,1256,,140176
15,52,1216,,0,2016,H,87,1257,,140177
15,63,1171,,0,2016,H,73,1265,,140178
15,71,1207,,0,2016,H,75,1268,5,140179
15,63,1217,,0,2016,A,69,1269,,140180
15,73,1242,1,0,2016,N,79,1277,2,140181
15,65,1292,15,0,2016,H,76,1293,,140182
15,89,1282,,1,2016,H,95,1303,,140183
15,60,1372,14,0,2016,H,70,1320,11,140184
15,78,1454,,0,2016,H,86,1323,6,140185
15,55,1212,,0,2016,H,82,1326,,140186
15,78,1272,,0,2016,A,84,1328,2,140187
15,73,1233,13,0,2016,H,93,1333,7,140188
15,54,1175,,0,2016,A,60,1335,,140189
15,62,1177,,0,2016,H,68,1336,,140190
15,66,1382,,0,2016,H,79,1393,10,140191
15,67,1455,11,0,2016,H,77,1409,11,140192
15,55,1348,,0,2016,A,58,1434,,140193
15,63,1304,,0,2016,H,87,1437,2,140194
15,57,1227,,0,2016,H,84,1442,,140195
15,62,1360,,0,2016,H,74,1444,,140196
15,59,1251,,0,2016,A,70,1456,,140197
15,64,1315,,0,2016,H,78,1458,7,140198
15,66,1281,,0,2016,H,78,1462,2,140199
16,80,1116,,0,2016,A,88,1103,,140200
16,53,1244,,0,2016,H,91,1113,,140201
16,85,1192,16,0,2016,A,96,1119,,140202
16,85,1443,,0,2016,H,90,1125,,140203
16,76,1352,,0,2016,A,81,1137,,140204
16,50,1132,,0,2016,A,83,1153,9,140205
16,59,1127,,0,2016,H,76,1165,,140206
16,62,1430,,0,2016,H,75,1176,,140207
16,52,1319,,0,2016,H,91,1211,11,140208
16,66,1180,,0,2016,A,75,1219,,140209
16,69,1341,,0,2016,H,110,1222,,140210
16,77,1122,16,0,2016,A,80,1236,,140211
16,84,1357,,0,2016,H,87,1262,,140212
16,56,1237,,0,2016,H,79,1301,,140213
16,51,1260,,0,2016,H,75,1307,,140214
16,63,1399,,0,2016,H,76,1308,,140215
16,66,1135,,0,2016,H,75,1310,,140216
16,58,1459,,0,2016,H,78,1314,1,140217
16,72,1193,,0,2016,H,79,1321,,140218
16,81,1185,,0,2016,H,91,1324,,140219
16,48,1288,,0,2016,H,79,1330,,140220
16,59,1228,,0,2016,H,60,1344,9,140221
16,61,1230,,0,2016,H,96,1345,5,140222
16,82,1448,,0,2016,A,91,1350,,140223
16,69,1245,,0,2016,H,72,1356,,140224
16,75,1117,,0,2016,H,76,1366,,140225
16,67,1138,14,0,2016,H,89,1386,8,140226
16,60,1188,,0,2016,A,70,1387,,140227
16,78,1464,,0,2016,A,100,1405,,140228
16,60,1416,,1,2016,A,61,1414,,140229
16,64,1381,,0,2016,H,84,1424,,140230
16,70,1346,,0,2016,H,83,1436,,140231
16,62,1240,,0,2016,H,71,1439,,140232
17,64,1290,,0,2016,H,65,1102,,140233
17,56,1369,,0,2016,H,74,1105,,140234
17,67,1159,,0,2016,H,88,1107,,140235
17,76,1129,,0,2016,H,88,1112,6,140236
17,57,1148,,0,2016,H,82,1130,,140237
17,59,1283,,0,2016,N,93,1139,9,140238
17,68,1202,,0,2016,H,77,1150,,140239
17,56,1411,,0,2016,H,76,1155,,140240
17,75,1258,,0,2016,H,83,1161,,140241
17,71,1362,,0,2016,H,78,1201,14,140242
17,67,1378,,0,2016,A,73,1203,,140243
17,62,1279,,0,2016,N,68,1206,,140244
17,77,1453,14,0,2016,H,107,1210,,140245
17,46,1108,,0,2016,H,79,1213,,140246
17,66,1389,,0,2016,A,67,1216,,140247
17,65,1166,,0,2016,H,86,1231,5,140248
17,61,1266,,0,2016,A,89,1234,7,140249
17,77,1371,6,0,2016,N,80,1253,,140250
17,79,1263,,0,2016,H,84,1254,,140251
17,57,1420,,0,2016,A,76,1259,,140252
17,66,1375,,0,2016,H,78,1261,,140253
17,62,1146,,0,2016,H,89,1269,,140254
17,65,1212,,0,2016,H,83,1272,,140255
17,49,1106,,0,2016,H,70,1273,,140256
17,79,1280,,0,2016,N,105,1274,3,140257
17,55,1367,,0,2016,A,67,1298,,140258
17,60,1175,,0,2016,H,75,1304,,140259
17,69,1221,16,0,2016,A,73,1306,,140260
17,76,1131,,0,2016,H,90,1312,,140261
17,52,1406,,0,2016,N,69,1329,,140262
17,69,1349,,0,2016,A,77,1333,7,140263
17,67,1229,,0,2016,A,83,1355,12,140264
17,70,1390,,0,2016,A,85,1374,,140265
17,82,1408,,0,2016,H,90,1380,16,140266
17,59,1353,,0,2016,H,61,1385,,140267
17,63,1223,,0,2016,H,90,1395,,140268
17,70,1278,,0,2016,N,75,1396,10,140269
17,74,1267,,0,2016,H,84,1397,,140270
17,70,1394,,0,2016,H,95,1401,3,140271
17,63,1407,,0,2016,A,79,1412,,140272
17,63,1365,,0,2016,H,77,1415,,140273
17,67,1337,,0,2016,H,81,1417,,140274
17,64,1322,,0,2016,A,80,1419,,140275
17,63,1403,8,0,2016,N,73,1428,3,140276
17,72,1392,13,1,2016,H,79,1435,11,140277
17,57,1133,,0,2016,N,82,1438,1,140278
17,67,1291,,0,2016,H,100,1449,,140279
17,67,1250,,0,2016,A,79,1463,12,140280
18,93,1418,,0,2016,H,105,1104,,140281
18,75,1149,,0,2016,H,93,1116,,140282
18,62,1204,,0,2016,H,92,1120,,140283
18,60,1238,,0,2016,H,77,1124,5,140284
18,58,1341,,0,2016,H,71,1136,,140285
18,69,1396,10,0,2016,N,74,1139,9,140286
18,62,1187,,0,2016,H,70,1143,4,140287
18,63,1339,,0,2016,H,85,1160,8,140288
18,71,1433,10,0,2016,N,79,1181,4,140289
18,52,1336,,0,2016,H,78,1182,,140290
18,81,1123,,0,2016,H,89,1184,,140291
18,68,1329,,1,2016,N,71,1206,,140292
18,61,1458,7,0,2016,N,71,1207,,140293
18,52,1293,,0,2016,H,63,1208,,140294
18,61,1111,,0,2016,H,82,1214,16,140295
18,77,1199,,0,2016,N,82,1220,,140296
18,61,1313,,0,2016,N,70,1232,,140297
18,77,1174,,0,2016,H,92,1233,13,140298
18,61,1198,,0,2016,H,64,1241,,140299
18,72,1377,,0,2016,H,93,1243,,140300
18,63,1460,,0,2016,H,78,1246,4,140301
18,58,1351,,0,2016,H,65,1268,5,140302
18,66,1428,3,0,2016,N,90,1274,3,140303
18,68,1252,,0,2016,H,70,1275,,140304
18,46,1115,,0,2016,H,92,1277,2,140305
18,69,1283,,0,2016,N,74,1278,,140306
18,60,1406,,0,2016,N,76,1279,,140307
18,69,1363,,0,2016,H,81,1286,,140308
18,58,1194,,0,2016,N,60,1318,,140309
18,80,1162,,1,2016,H,83,1321,,140310
18,56,1270,,0,2016,H,85,1328,2,140311
18,66,1404,,0,2016,N,70,1331,,140312
18,59,1366,,0,2016,H,77,1332,1,140313
18,79,1178,,0,2016,H,95,1338,10,140314
18,77,1255,,0,2016,N,83,1354,,140315
18,59,1133,,0,2016,N,67,1371,6,140316
18,62,1347,,0,2016,N,76,1373,,140317
18,61,1177,,0,2016,N,76,1376,,140318
18,72,1280,,0,2016,N,74,1403,8,140319
18,88,1325,,0,2016,N,90,1409,11,140320
18,68,1326,,0,2016,A,73,1426,,140321
18,51,1190,,0,2016,H,86,1437,2,140322
18,52,1253,,0,2016,N,87,1438,1,140323
18,67,1226,,0,2016,H,85,1450,,140324
18,62,1391,,0,2016,H,103,1452,3,140325
18,69,1240,,0,2016,H,80,1457,,140326
18,70,1276,11,0,2016,A,86,1462,2,140327
19,43,1361,,0,2016,A,49,1114,12,140328
19,67,1255,,0,2016,N,78,1123,,140329
19,66,1378,,0,2016,A,78,1131,,140330
19,67,1264,,0,2016,A,80,1137,,140331
19,68,1299,,0,2016,N,86,1138,14,140332
19,64,1122,16,0,2016,N,73,1142,,140333
19,62,1165,,0,2016,H,87,1145,,140334
19,77,1228,,0,2016,N,81,1151,12,140335
19,58,1202,,0,2016,H,83,1163,9,140336
19,55,1360,,0,2016,H,67,1168,,140337
19,81,1158,,0,2016,H,82,1172,,140338
19,66,1456,,0,2016,H,69,1173,7,140339
19,82,1354,,0,2016,H,92,1184,,140340
19,88,1125,,0,2016,H,93,1191,,140341
19,79,1357,,1,2016,H,83,1193,,140342
19,69,1275,,0,2016,A,75,1194,,140343
19,101,1464,,3,2016,H,104,1195,16,140344
19,63,1386,8,0,2016,N,74,1196,,140345
19,62,1404,,0,2016,N,69,1198,,140346
19,67,1177,,0,2016,N,83,1199,,140347
19,62,1192,16,0,2016,H,85,1200,,140348
19,56,1291,,0,2016,H,101,1211,11,140349
19,69,1441,,0,2016,H,75,1219,,140350
19,52,1197,,0,2016,H,97,1222,,140351
19,56,1223,,0,2016,H,72,1229,,140352
19,67,1188,,0,2016,H,87,1236,,140353
19,72,1265,,0,2016,H,79,1245,,140354
19,66,1175,,0,2016,A,77,1249,,140355
19,67,1212,,0,2016,A,86,1256,,140356
19,61,1316,,0,2016,H,89,1257,,140357
19,62,1405,,0,2016,H,69,1260,,140358
19,73,1179,,0,2016,A,79,1282,,140359
19,74,1180,,0,2016,A,82,1284,,140360
19,56,1297,,0,2016,A,64,1287,,140361
19,54,1144,,0,2016,A,59,1288,,140362
19,66,1398,,0,2016,A,69,1292,15,140363
19,82,1334,,2,2016,A,85,1305,,140364
19,46,1290,,0,2016,H,85,1308,,140365
19,66,1248,,0,2016,H,80,1312,,140366
19,59,1132,,0,2016,N,77,1315,,140367
19,67,1252,,0,2016,N,79,1318,,140368
19,67,1314,1,0,2016,H,71,1320,11,140369
19,57,1262,,0,2016,H,83,1323,6,140370
19,71,1313,,0,2016,N,93,1325,,140371
19,64,1241,,0,2016,A,74,1331,,140372
19,59,1364,,0,2016,A,71,1333,7,140373
19,79,1154,,0,2016,H,95,1342,,140374
19,72,1389,,0,2016,H,75,1343,,140375
19,73,1135,,0,2016,H,94,1344,9,140376
19,39,1330,,0,2016,N,61,1345,5,140377
19,56,1341,,0,2016,N,64,1347,,140378
19,45,1156,,0,2016,H,73,1348,,140379
19,64,1126,,0,2016,H,89,1350,,140380
19,84,1146,,0,2016,H,87,1353,,140381
19,67,1395,,0,2016,A,76,1355,12,140382
19,81,1358,,1,2016,A,86,1356,,140383
19,65,1244,,0,2016,H,77,1359,,140384
19,57,1415,,0,2016,H,58,1362,,140385
19,59,1136,,0,2016,A,78,1373,,140386
19,82,1259,,0,2016,H,94,1382,,140387
19,48,1110,,0,2016,H,68,1384,,140388
19,60,1383,,0,2016,H,76,1387,,140389
19,55,1189,,0,2016,H,66,1393,10,140390
19,56,1394,,0,2016,H,67,1400,6,140391
19,47,1421,15,0,2016,H,75,1401,3,140392
19,54,1422,,0,2016,H,65,1416,,140393
19,72,1294,,0,2016,A,81,1420,,140394
19,76,1444,,0,2016,H,80,1423,13,140395
19,82,1307,,0,2016,H,90,1425,8,140396
19,79,1381,,0,2016,A,82,1427,,140397
19,62,1402,,0,2016,H,77,1431,,140398
19,67,1310,,0,2016,N,85,1436,,140399
19,52,1440,,0,2016,H,76,1439,,140400
19,63,1183,,0,2016,A,83,1442,,140401
19,66,1392,13,0,2016,H,67,1443,,140402
19,73,1263,,0,2016,H,87,1447,,140403
19,67,1335,,0,2016,H,104,1449,,140404
19,63,1271,,0,2016,H,73,1459,,140405
20,52,1352,,0,2016,H,64,1102,,140406
20,42,1322,,0,2016,H,61,1112,6,140407
20,69,1238,,0,2016,H,78,1117,,140408
20,76,1294,,0,2016,A,91,1122,16,140409
20,60,1354,,0,2016,N,72,1123,,140410
20,56,1217,,0,2016,H,69,1130,,140411
20,72,1464,,0,2016,N,79,1132,,140412
20,71,1436,,0,2016,N,77,1138,14,140413
20,65,1420,,0,2016,N,78,1142,,140414
20,50,1115,,0,2016,H,99,1153,9,140415
20,82,1303,,0,2016,H,87,1160,8,140416
20,89,1324,,0,2016,H,95,1161,,140417
20,61,1250,,0,2016,H,88,1162,,140418
20,75,1353,,0,2016,N,85,1166,,140419
20,84,1207,,0,2016,N,86,1181,4,140420
20,97,1255,,0,2016,H,110,1184,,140421
20,68,1210,,0,2016,A,69,1190,,140422
20,60,1315,,0,2016,H,73,1195,16,140423
20,65,1349,,0,2016,A,82,1201,14,140424
20,81,1119,,0,2016,H,92,1203,,140425
20,74,1311,,0,2016,H,99,1218,13,140426
20,65,1194,,0,2016,N,79,1252,,140427
20,77,1300,,0,2016,N,78,1254,,140428
20,75,1139,9,0,2016,N,85,1274,3,140429
20,61,1318,,0,2016,H,67,1275,,140430
20,70,1283,,0,2016,N,84,1280,,140431
20,82,1461,,0,2016,N,83,1286,,140432
20,65,1368,,0,2016,H,92,1304,,140433
20,72,1299,,0,2016,N,73,1310,,140434
20,77,1253,,0,2016,N,82,1329,,140435
20,70,1198,,1,2016,N,76,1331,,140436
20,67,1434,,0,2016,H,73,1332,1,140437
20,57,1101,,0,2016,H,87,1339,,140438
20,61,1410,,0,2016,A,79,1340,,140439
20,70,1196,,0,2016,N,85,1345,5,140440
20,56,1221,16,0,2016,H,62,1346,,140441
20,63,1279,,0,2016,N,75,1371,6,140442
20,69,1463,12,0,2016,H,71,1374,,140443
20,84,1220,,0,2016,N,94,1376,,140444
20,64,1330,,0,2016,N,66,1386,8,140445
20,61,1390,,0,2016,H,78,1388,,140446
20,64,1205,,0,2016,H,89,1397,,140447
20,68,1278,,0,2016,N,81,1403,8,140448
20,75,1241,,0,2016,A,78,1404,,140449
20,60,1133,,0,2016,N,62,1406,,140450
20,48,1111,,0,2016,H,76,1408,,140451
20,59,1232,,0,2016,N,67,1409,11,140452
20,55,1240,,0,2016,H,61,1412,,140453
20,68,1396,10,0,2016,N,74,1428,3,140454
20,66,1108,,0,2016,H,88,1431,,140455
20,56,1103,,0,2016,H,75,1437,2,140456
20,66,1206,,0,2016,N,83,1438,1,140457
20,73,1433,10,0,2016,N,74,1458,7,140458
21,76,1301,,0,2016,N,79,1113,,140459
21,61,1366,,0,2016,H,100,1124,5,140460
21,85,1375,,0,2016,N,98,1125,,140461
21,77,1195,16,0,2016,A,82,1132,,140462
21,63,1358,,0,2016,H,89,1143,4,140463
21,84,1427,,0,2016,N,98,1146,,140464
21,71,1273,,0,2016,H,77,1172,,140465
21,78,1313,,0,2016,N,82,1177,,140466
21,79,1443,,1,2016,N,81,1179,,140467
21,81,1325,,0,2016,N,90,1199,,140468
21,60,1290,,0,2016,H,94,1213,,140469
21,81,1411,,0,2016,N,87,1224,,140470
21,63,1317,,0,2016,A,65,1225,,140471
21,79,1152,,0,2016,N,82,1228,,140472
21,66,1220,,0,2016,N,67,1232,,140473
21,63,1151,12,0,2016,H,83,1235,4,140474
21,42,1281,,0,2016,N,66,1243,,140475
21,63,1237,,0,2016,H,71,1244,,140476
21,75,1248,,0,2016,H,83,1247,,140477
21,80,1261,,0,2016,N,81,1266,,140478
21,65,1155,,0,2016,N,82,1269,,140479
21,65,1185,,0,2016,H,89,1277,2,140480
21,63,1454,,0,2016,N,66,1293,,140481
21,69,1321,,0,2016,N,80,1314,1,140482
21,70,1182,,0,2016,N,84,1337,,140483
21,76,1312,,0,2016,H,83,1344,9,140484
21,79,1407,,0,2016,N,83,1359,,140485
21,54,1187,,0,2016,H,79,1361,,140486
21,52,1186,,0,2016,H,58,1370,,140487
21,75,1409,11,0,2016,N,83,1376,,140488
