DayNum,LScore,LTeamID,LTseed,NumOT,Season,WLoc,WScore,WTeamID,WTseed,index
13,68,1402,,0,2017,H,74,1218,,145432
13,64,1297,15,0,2017,H,79,1228,,145433
13,84,1366,,0,2017,H,116,1234,,145434
13,69,1145,,0,2017,H,93,1246,2,145435
13,58,1255,,0,2017,A,80,1263,,145436
13,65,1237,,0,2017,H,77,1276,7,145437
13,44,1105,,0,2017,H,99,1281,,145438
13,65,1240,15,0,2017,H,91,1283,,145439
13,75,1252,,0,2017,H,89,1287,,145440
13,61,1383,,0,2017,H,86,1301,,145441
13,61,1170,,0,2017,H,83,1304,,145442
13,57,1151,,0,2017,H,97,1314,1,145443
13,61,1322,,0,2017,H,97,1328,,145444
13,64,1427,,0,2017,H,72,1333,,145445
13,74,1182,,0,2017,H,82,1336,,145446
13,70,1241,,0,2017,A,94,1349,,145447
13,66,1180,,0,2017,H,87,1353,,145448
13,58,1148,,0,2017,H,82,1371,9,145449
13,78,1165,,0,2017,H,89,1373,,145450
13,64,1185,,0,2017,H,91,1374,6,145451
13,49,1221,,0,2017,H,81,1376,7,145452
13,72,1132,,0,2017,H,78,1377,,145453
13,61,1365,,0,2017,A,69,1398,,145454
13,80,1410,,0,2017,H,88,1404,,145455
13,61,1175,,0,2017,A,74,1411,16,145456
13,76,1319,,0,2017,N,89,1413,16,145457
13,87,1169,,0,2017,H,102,1417,3,145458
13,73,1271,,0,2017,A,77,1420,,145459
13,72,1303,,0,2017,H,82,1425,11,145460
13,74,1137,13,0,2017,H,94,1448,11,145461
13,55,1253,,0,2017,H,92,1455,10,145462
13,90,1449,,0,2017,A,98,1463,,145463
14,68,1239,,0,2017,H,86,1102,,145464
14,65,1356,,0,2017,H,90,1116,8,145465
14,65,1209,,0,2017,H,83,1120,,145466
14,73,1343,12,0,2017,H,82,1140,,145467
14,74,1399,,0,2017,A,86,1141,,145468
14,95,1189,,0,2017,A,100,1150,,145469
14,51,1107,,0,2017,H,74,1153,6,145470
14,64,1157,,0,2017,A,71,1158,,145471
14,55,1370,,0,2017,H,67,1160,,145472
14,51,1299,,0,2017,H,61,1187,,145473
14,78,1178,,0,2017,H,107,1190,13,145474
14,59,1108,,0,2017,H,82,1191,,145475
14,74,1412,,0,2017,A,84,1202,,145476
14,46,1421,,0,2017,H,60,1208,,145477
14,62,1380,,0,2017,H,77,1210,,145478
14,48,1361,,0,2017,H,69,1211,1,145479
14,63,1194,,0,2017,H,64,1218,,145480
14,55,1291,16,0,2017,H,73,1235,5,145481
14,57,1389,,0,2017,A,61,1248,,145482
14,58,1456,,0,2017,H,91,1257,2,145483
14,76,1447,,0,2017,H,87,1262,,145484
14,49,1224,,0,2017,H,81,1266,10,145485
14,75,1410,,0,2017,H,94,1272,,145486
14,67,1426,,0,2017,H,84,1278,5,145487
14,88,1269,,0,2017,H,90,1279,,145488
14,83,1418,,0,2017,H,84,1286,,145489
14,64,1258,,0,2017,H,79,1305,12,145490
14,52,1396,,0,2017,A,57,1306,,145491
14,79,1223,,0,2017,H,95,1307,,145492
14,61,1163,,0,2017,A,64,1318,,145493
14,72,1186,,0,2017,H,86,1321,8,145494
14,60,1444,,0,2017,H,77,1324,,145495
14,75,1358,,0,2017,H,96,1325,,145496
14,63,1300,16,0,2017,H,69,1326,,145497
14,90,1146,,0,2017,H,102,1329,10,145498
14,61,1350,,0,2017,A,64,1330,,145499
14,58,1453,,0,2017,H,76,1334,,145500
14,80,1205,,0,2017,H,99,1338,,145501
14,78,1201,,0,2017,A,84,1341,,145502
14,58,1436,13,0,2017,H,80,1344,11,145503
14,65,1265,,0,2017,H,107,1348,11,145504
14,65,1360,,0,2017,A,83,1359,,145505
14,61,1127,,0,2017,H,77,1385,,145506
14,65,1162,,0,2017,H,85,1386,,145507
14,76,1381,,0,2017,H,88,1387,,145508
14,67,1198,,0,2017,H,82,1391,,145509
14,62,1106,,0,2017,H,98,1395,,145510
14,59,1419,,0,2017,H,80,1400,,145511
14,53,1110,,0,2017,H,76,1401,,145512
14,58,1188,,0,2017,N,86,1402,,145513
14,67,1183,,0,2017,H,70,1407,15,145514
14,76,1368,,0,2017,H,93,1408,,145515
14,58,1355,16,0,2017,H,73,1414,,145516
14,56,1311,,0,2017,H,80,1416,,145517
14,42,1342,,0,2017,H,61,1422,,145518
14,69,1184,,1,2017,A,78,1423,12,145519
14,84,1312,,0,2017,H,93,1429,,145520
14,58,1164,,0,2017,H,78,1434,,145521
14,76,1345,4,0,2017,A,79,1437,1,145522
14,66,1290,,0,2017,H,107,1452,4,145523
14,72,1285,,0,2017,A,73,1461,,145524
14,53,1138,,0,2017,H,86,1462,11,145525
15,66,1167,,0,2017,H,78,1112,2,145526
15,49,1332,3,0,2017,H,66,1124,3,145527
15,57,1271,,0,2017,H,73,1130,,145528
15,64,1145,,0,2017,H,67,1156,,145529
15,67,1458,8,0,2017,H,79,1166,6,145530
15,72,1104,,0,2017,A,77,1173,7,145531
15,62,1171,,0,2017,A,79,1193,,145532
15,78,1233,14,0,2017,H,99,1199,3,145533
15,75,1373,,0,2017,H,77,1203,,145534
15,78,1310,,1,2017,H,82,1216,,145535
15,74,1123,,1,2017,A,80,1232,,145536
15,75,1181,2,0,2017,N,77,1242,1,145537
15,68,1303,,0,2017,H,81,1243,11,145538
15,48,1277,9,0,2017,N,69,1246,2,145539
15,68,1174,,0,2017,H,74,1247,,145540
15,61,1379,,0,2017,H,78,1261,,145541
15,75,1207,,0,2017,A,76,1268,6,145542
15,62,1179,,0,2017,H,68,1282,,145543
15,81,1293,,0,2017,H,87,1292,12,145544
15,67,1253,,0,2017,H,93,1314,1,145545
15,76,1213,,0,2017,H,85,1336,,145546
15,68,1451,,0,2017,H,69,1337,,145547
15,66,1363,,0,2017,A,79,1339,,145548
15,86,1220,,0,2017,H,90,1357,,145549
15,60,1255,,0,2017,H,66,1372,,145550
15,69,1284,,1,2017,H,70,1376,7,145551
15,69,1169,,0,2017,H,96,1390,,145552
15,46,1221,,0,2017,H,90,1393,,145553
15,94,1111,,0,2017,H,103,1397,,145554
15,43,1317,,0,2017,H,70,1403,,145555
15,98,1464,,1,2017,H,103,1405,,145556
15,72,1288,,0,2017,A,78,1406,,145557
15,59,1251,,0,2017,A,64,1433,10,145558
15,66,1125,,0,2017,H,80,1435,9,145559
15,32,1383,,0,2017,H,72,1438,5,145560
15,73,1219,,0,2017,H,99,1439,9,145561
15,81,1264,,0,2017,A,94,1457,13,145562
15,87,1275,,0,2017,H,89,1460,,145563
16,72,1244,,0,2017,H,75,1126,,145564
16,70,1148,,0,2017,H,72,1127,,145565
16,62,1352,,0,2017,H,75,1137,13,145566
16,68,1321,8,0,2017,H,70,1139,4,145567
16,65,1414,,1,2017,H,75,1143,,145568
16,59,1164,,0,2017,H,89,1157,,145569
16,63,1165,,0,2017,A,67,1159,,145570
16,75,1384,,0,2017,H,89,1182,,145571
16,72,1426,,0,2017,H,85,1195,14,145572
16,78,1427,,0,2017,H,86,1227,,145573
16,57,1236,,0,2017,H,75,1229,,145574
16,78,1262,,0,2017,H,100,1231,,145575
16,63,1290,,0,2017,H,93,1245,14,145576
16,60,1333,,0,2017,A,63,1249,,145577
16,61,1259,,0,2017,H,65,1254,,145578
16,56,1106,,0,2017,H,87,1256,,145579
16,77,1287,,0,2017,H,85,1267,,145580
16,54,1454,,0,2017,H,68,1272,,145581
16,56,1316,,0,2017,A,94,1274,8,145582
16,56,1291,16,0,2017,H,80,1278,5,145583
16,49,1225,,0,2017,H,63,1296,,145584
16,59,1441,,0,2017,A,67,1300,16,145585
16,48,1359,,0,2017,H,58,1308,14,145586
16,49,1370,,0,2017,H,92,1323,5,145587
16,72,1309,16,0,2017,H,117,1329,10,145588
16,72,1135,,0,2017,H,79,1348,11,145589
16,68,1216,,0,2017,A,84,1351,,145590
16,63,1364,,0,2017,A,75,1362,,145591
16,71,1238,,0,2017,H,84,1368,,145592
16,71,1442,,0,2017,A,74,1369,,145593
16,72,1341,,0,2017,H,110,1388,7,145594
16,72,1410,,0,2017,A,94,1394,,145595
16,68,1349,,0,2017,A,71,1411,16,145596
16,68,1175,,0,2017,H,90,1420,,145597
16,62,1415,,0,2017,H,74,1424,,145598
16,73,1226,,0,2017,H,82,1430,,145599
16,72,1265,,0,2017,A,76,1436,13,145600
16,67,1240,15,0,2017,H,74,1443,,145601
16,53,1409,,0,2017,H,80,1455,10,145602
17,57,1306,,0,2017,A,65,1101,,145603
17,62,1110,,0,2017,H,72,1103,,145604
17,72,1207,,0,2017,A,78,1117,,145605
17,64,1184,,0,2017,H,85,1120,,145606
17,59,1164,,0,2017,H,96,1140,,145607
17,64,1187,,0,2017,H,76,1150,,145608
17,78,1172,,0,2017,N,95,1155,,145609
17,47,1129,,0,2017,H,60,1158,,145610
17,70,1419,,0,2017,H,89,1160,,145611
17,62,1258,,0,2017,A,65,1163,,145612
17,69,1363,,0,2017,A,74,1176,,145613
17,61,1378,,0,2017,A,74,1189,,145614
17,66,1382,,0,2017,N,73,1196,4,145615
17,41,1115,,0,2017,H,61,1203,,145616
17,78,1202,,0,2017,H,84,1208,,145617
17,55,1299,,0,2017,H,59,1212,,145618
17,83,1312,,1,2017,H,84,1248,,145619
17,56,1253,,0,2017,H,88,1257,2,145620
17,67,1396,,0,2017,H,70,1269,,145621
17,61,1266,10,0,2017,N,79,1276,7,145622
17,63,1113,,0,2017,N,82,1320,,145623
17,67,1344,11,0,2017,H,72,1326,,145624
17,70,1408,,0,2017,N,89,1328,,145625
17,54,1434,,0,2017,H,76,1332,3,145626
17,59,1177,,0,2017,A,66,1353,,145627
17,83,1380,,0,2017,H,91,1358,,145628
17,83,1234,,0,2017,A,91,1371,9,145629
17,67,1338,,0,2017,N,76,1374,6,145630
17,69,1183,,0,2017,H,74,1387,,145631
17,49,1451,,0,2017,H,67,1390,,145632
17,61,1105,,0,2017,H,95,1399,,145633
17,52,1186,,0,2017,H,85,1400,,145634
17,51,1407,15,0,2017,H,74,1412,,145635
17,61,1280,,0,2017,N,86,1416,,145636
17,68,1360,,0,2017,H,88,1417,3,145637
17,57,1367,,0,2017,A,73,1421,,145638
17,65,1444,,0,2017,N,76,1437,1,145639
17,81,1431,,0,2017,N,103,1448,11,145640
17,88,1168,,0,2017,H,104,1449,,145641
17,51,1152,,0,2017,H,69,1458,8,145642
17,82,1281,,1,2017,N,83,1462,11,145643
17,81,1250,,1,2017,H,89,1463,,145644
18,59,1123,,0,2017,H,77,1104,,145645
18,65,1357,,0,2017,H,95,1112,2,145646
18,71,1408,,0,2017,N,80,1113,,145647
18,67,1426,,0,2017,H,71,1116,8,145648
18,69,1297,15,0,2017,N,77,1122,,145649
18,72,1195,14,0,2017,H,81,1124,3,145650
18,63,1318,,0,2017,H,65,1131,,145651
18,78,1369,,0,2017,H,84,1133,,145652
18,77,1182,,0,2017,A,78,1145,,145653
18,112,1391,,0,2017,A,116,1154,,145654
18,77,1450,,0,2017,N,103,1166,6,145655
18,55,1281,,0,2017,N,70,1172,,145656
18,66,1275,,0,2017,A,68,1174,,145657
18,73,1216,,0,2017,H,87,1180,,145658
18,68,1205,,0,2017,N,76,1185,,145659
18,86,1457,13,0,2017,H,100,1199,3,145660
18,55,1192,,0,2017,H,68,1200,,145661
18,70,1136,,0,2017,H,109,1211,1,145662
18,57,1422,,0,2017,H,63,1219,,145663
18,57,1114,,0,2017,A,65,1225,,145664
18,69,1178,,0,2017,H,89,1228,,145665
18,55,1224,,0,2017,H,77,1237,,145666
18,54,1464,,0,2017,N,79,1239,,145667
18,65,1373,,0,2017,H,86,1242,1,145668
18,70,1316,,0,2017,H,78,1261,,145669
18,68,1220,,0,2017,H,80,1264,,145670
18,54,1374,6,0,2017,N,76,1276,7,145671
18,53,1290,,0,2017,H,100,1277,9,145672
18,86,1385,,0,2017,H,92,1278,5,145673
18,88,1331,,1,2017,N,95,1279,,145674
18,68,1129,,0,2017,N,80,1280,,145675
18,73,1241,,0,2017,H,80,1286,,145676
18,76,1206,,1,2017,A,78,1291,16,145677
18,59,1298,,0,2017,N,66,1295,,145678
18,75,1238,,0,2017,H,84,1300,16,145679
18,72,1285,,0,2017,N,85,1301,,145680
18,58,1333,,0,2017,H,83,1305,12,145681
18,59,1308,14,0,2017,H,72,1307,,145682
18,68,1218,,0,2017,A,83,1314,1,145683
18,67,1328,,1,2017,N,73,1320,,145684
18,48,1259,,0,2017,H,83,1323,5,145685
18,61,1210,,0,2017,A,67,1325,,145686
18,75,1266,10,0,2017,N,78,1338,,145687
18,56,1209,,0,2017,H,64,1345,4,145688
18,83,1188,,0,2017,A,101,1356,,145689
18,64,1198,,1,2017,H,69,1375,,145690
18,50,1354,,0,2017,H,92,1376,7,145691
18,57,1260,,0,2017,N,71,1386,,145692
18,77,1252,,0,2017,N,90,1389,,145693
18,50,1284,,0,2017,H,71,1393,,145694
18,60,1240,15,0,2017,H,79,1395,,145695
18,74,1156,,0,2017,H,85,1404,,145696
18,40,1158,,0,2017,A,60,1416,,145697
18,63,1401,,0,2017,A,65,1425,11,145698
18,51,1164,,0,2017,H,94,1428,,145699
18,75,1444,,0,2017,N,85,1431,,145700
18,42,1127,,0,2017,H,81,1433,10,145701
18,52,1313,,0,2017,H,75,1435,9,145702
18,77,1448,11,0,2017,N,96,1437,1,145703
18,77,1155,,0,2017,N,83,1462,11,145704
19,57,1119,,0,2017,A,60,1117,,145705
19,69,1443,,0,2017,H,90,1125,,145706
19,78,1263,,0,2017,H,102,1131,,145707
19,60,1137,13,0,2017,H,86,1139,4,145708
19,65,1157,,0,2017,H,81,1140,,145709
19,64,1146,,0,2017,N,75,1151,,145710
19,70,1364,,0,2017,H,77,1167,,145711
19,82,1296,,0,2017,H,84,1169,,145712
19,68,1336,,0,2017,N,78,1181,2,145713
19,64,1442,,0,2017,H,73,1183,,145714
19,56,1287,,0,2017,H,69,1191,,145715
19,72,1252,,0,2017,N,90,1192,,145716
19,64,1447,,1,2017,A,70,1193,,145717
19,41,1389,,0,2017,H,63,1200,,145718
19,64,1249,,0,2017,H,83,1201,,145719
19,78,1224,,0,2017,N,94,1205,,145720
19,77,1107,,0,2017,N,82,1213,,145721
19,62,1298,,0,2017,H,69,1219,,145722
19,48,1251,,0,2017,H,87,1231,,145723
19,81,1262,,0,2017,H,94,1236,,145724
19,71,1185,,0,2017,H,83,1237,,145725
19,75,1198,,1,2017,N,78,1239,,145726
19,74,1318,,0,2017,N,78,1254,,145727
19,53,1331,,0,2017,N,78,1260,,145728
19,79,1135,,0,2017,N,87,1265,,145729
19,63,1441,,0,2017,H,98,1267,,145730
19,86,1366,,0,2017,H,99,1272,,145731
19,62,1335,,0,2017,H,74,1274,8,145732
19,70,1122,,0,2017,H,76,1275,,145733
19,69,1132,,0,2017,A,71,1282,,145734
19,66,1144,,0,2017,H,82,1288,,145735
19,77,1453,,0,2017,N,93,1293,,145736
19,53,1174,,0,2017,N,74,1297,15,145737
19,54,1256,,0,2017,H,65,1304,,145738
19,68,1159,,0,2017,H,74,1312,,145739
19,79,1152,,0,2017,H,107,1324,,145740
19,54,1212,,0,2017,H,71,1344,11,145741
19,71,1153,6,0,2017,N,76,1348,11,145742
19,87,1303,,0,2017,A,100,1349,,145743
19,72,1294,,0,2017,H,88,1365,,145744
19,77,1149,,0,2017,A,79,1367,,145745
19,75,1464,,0,2017,H,84,1375,,145746
19,65,1351,,0,2017,H,70,1378,,145747
19,57,1173,7,0,2017,A,61,1388,7,145748
19,63,1292,12,0,2017,A,74,1398,,145749
19,71,1184,,0,2017,H,90,1403,,145750
19,78,1460,,0,2017,A,82,1405,,145751
19,68,1309,16,0,2017,H,77,1409,,145752
19,76,1247,,0,2017,A,77,1411,16,145753
19,65,1334,,0,2017,H,72,1414,,145754
19,85,1244,,0,2017,H,93,1420,,145755
19,54,1295,,0,2017,N,65,1422,,145756
19,68,1168,,0,2017,H,77,1424,,145757
19,59,1341,,0,2017,H,69,1427,,145758
19,51,1226,,0,2017,H,85,1429,,145759
19,72,1440,,0,2017,H,88,1439,9,145760
19,63,1285,,0,2017,N,87,1450,,145761
19,59,1342,,0,2017,H,89,1456,,145762
19,67,1355,16,0,2017,H,77,1461,,145763
20,62,1197,,0,2017,H,87,1102,,145764
20,41,1347,,0,2017,H,88,1103,,145765
20,76,1135,,0,2017,N,80,1107,,145766
20,67,1151,,0,2017,N,73,1117,,145767
20,75,1174,,0,2017,N,76,1122,,145768
20,70,1444,,0,2017,N,91,1129,,145769
20,75,1392,,0,2017,H,82,1130,,145770
20,69,1254,,0,2017,H,86,1131,,145771
20,76,1119,,0,2017,N,81,1146,,145772
20,50,1336,,0,2017,N,71,1153,6,145773
20,75,1248,,0,2017,A,82,1165,,145774
20,94,1301,,0,2017,N,112,1166,6,145775
20,60,1113,,0,2017,N,68,1172,,145776
20,59,1454,,0,2017,H,77,1177,,145777
20,62,1317,,0,2017,A,83,1180,,145778
20,65,1348,11,0,2017,N,75,1181,2,145779
20,50,1391,,0,2017,H,73,1187,,145780
20,71,1178,,0,2017,H,100,1199,3,145781
20,69,1252,,0,2017,H,85,1200,,145782
20,72,1265,,0,2017,N,84,1213,,145783
20,67,1410,,0,2017,H,95,1234,,145784
20,63,1154,,0,2017,H,130,1235,5,145785
20,67,1214,,0,2017,H,89,1243,11,145786
20,59,1182,,0,2017,H,93,1246,2,145787
20,67,1343,12,0,2017,H,76,1250,,145788
20,66,1406,,0,2017,H,71,1268,6,145789
20,60,1221,,0,2017,N,68,1269,,145790
20,67,1204,,0,2017,H,80,1273,,145791
20,77,1195,14,0,2017,H,78,1277,9,145792
20,68,1386,,0,2017,N,81,1279,,145793
20,54,1431,,0,2017,N,61,1280,,145794
20,62,1408,,0,2017,N,67,1281,,145795
20,74,1293,,0,2017,N,85,1282,,145796
20,44,1219,,0,2017,A,70,1295,,145797
20,70,1275,,0,2017,A,79,1297,15,145798
20,76,1233,14,0,2017,H,91,1305,12,145799
20,73,1126,,0,2017,H,89,1308,14,145800
20,72,1263,,0,2017,N,80,1318,,145801
20,64,1155,,0,2017,N,70,1328,,145802
20,69,1352,,0,2017,H,81,1350,,145803
20,65,1310,,0,2017,H,78,1353,,145804
20,71,1399,,0,2017,A,78,1358,,145805
20,72,1311,,0,2017,H,81,1360,,145806
20,58,1239,,0,2017,H,71,1375,,145807
20,58,1192,,0,2017,N,84,1389,,145808
20,49,1161,,0,2017,H,56,1390,,145809
20,67,1264,,0,2017,H,88,1396,,145810
20,77,1253,,0,2017,H,114,1417,3,145811
20,80,1373,,0,2017,H,92,1421,,145812
20,59,1298,,0,2017,N,72,1422,,145813
20,59,1190,13,0,2017,H,68,1423,12,145814
20,57,1416,,0,2017,N,67,1437,1,145815
20,38,1463,,0,2017,H,62,1438,5,145816
20,61,1158,,0,2017,A,78,1448,11,145817
20,58,1319,,0,2017,H,92,1449,,145818
20,41,1306,,0,2017,H,100,1452,4,145819
20,61,1132,,0,2017,A,77,1453,,145820
20,79,1271,,0,2017,H,116,1455,10,145821
20,59,1320,,0,2017,N,67,1462,11,145822
20,73,1198,,0,2017,N,78,1464,,145823
21,55,1294,,0,2017,H,71,1112,2,145824
21,65,1382,,0,2017,N,68,1114,,145825
21,77,1164,,0,2017,N,79,1123,,145826
21,77,1293,,0,2017,H,78,1132,,145827
21,72,1435,9,0,2017,A,75,1137,13,145828
21,55,1313,,0,2017,H,91,1139,4,145829
21,62,1387,,0,2017,N,92,1140,,145830
21,77,1337,,0,2017,N,88,1141,,145831
21,68,1381,,0,2017,N,83,1157,,145832
21,78,1346,,0,2017,A,86,1162,,145833
21,77,1279,,0,2017,N,86,1166,6,145834
21,67,1407,15,0,2017,H,71,1183,,145835
21,77,1136,,0,2017,H,81,1186,,145836
21,61,1125,,0,2017,N,78,1196,4,145837
21,61,1332,3,0,2017,N,65,1207,,145838
21,73,1203,,0,2017,N,81,1208,,145839
21,90,1133,,0,2017,N,92,1220,,145840
21,56,1206,,0,2017,N,93,1222,,145841
21,89,1355,16,1,2017,H,96,1225,,145842
21,63,1412,,0,2017,N,83,1242,1,145843
21,77,1262,,0,2017,H,84,1251,,145844
21,66,1263,,0,2017,N,71,1254,,145845
21,79,1450,,0,2017,N,88,1260,,145846
21,61,1238,,0,2017,H,71,1267,,145847
21,47,1331,,0,2017,N,68,1285,,145848
21,63,1386,,0,2017,N,73,1301,,145849
21,58,1400,,0,2017,N,77,1321,8,145850
21,83,1160,,0,2017,N,89,1323,5,145851
21,38,1441,,0,2017,H,66,1326,,145852
21,90,1163,,0,2017,N,98,1329,10,145853
21,48,1383,,0,2017,H,64,1344,11,145854
21,78,1286,,0,2017,H,83,1349,,145855
21,63,1291,16,0,2017,H,73,1356,,145856
21,53,1144,,0,2017,A,66,1359,,145857
