ID,Pred
2014_1107_1417,0.9999999802586721
2014_1107_1418,1.8786065950822212e-07
2014_1107_1433,0.00637785849996557
2014_1107_1437,1.644452603632665e-08
2014_1107_1438,0.9999849594571198
2014_1107_1444,3.584249469755065e-16
2014_1107_1451,1.7401108211594416e-07
2014_1107_1454,3.6632238245904604e-14
2014_1107_1455,0.9999999456674903
2014_1107_1458,0.993261137446558
2014_1107_1459,1.9207788812549908e-15
2014_1107_1462,1.2013226009721636e-10
2014_1110_1112,1.1421633264406335e-47
2014_1110_1113,1.1421633264406335e-47
2014_1110_1124,1.1421633264406335e-47
2014_1110_1140,1.1421633264406335e-47
2014_1110_1142,1.1421633264406335e-47
2014_1110_1153,1.1421633264406335e-47
2014_1110_1157,1.1421633264406335e-47
2014_1110_1160,1.1421633264406335e-47
2014_1110_1163,2.284326014579654e-47
2014_1110_1166,1.2456183420831037e-40
2014_1110_1173,2.284326652881267e-47
2014_1110_1174,1.1421633264406335e-47
2014_1110_1181,1.1421633264406335e-47
2014_1110_1184,1.1421633264406335e-47
2014_1110_1196,1.2006389758273675e-25
2014_1110_1203,1.1421633264406335e-47
2014_1110_1211,9.747141597725566e-38
2014_1110_1217,3.0414227730443437e-28
2014_1110_1234,2.284326652881267e-47
2014_1110_1235,1.9869236792445495e-31
2014_1110_1242,2.5635057675671776e-26
2014_1110_1243,2.284326652881267e-47
2014_1110_1246,1.2631260994774878e-29
2014_1110_1257,1.4002843863446666e-31
2014_1110_1264,2.0946022914143475e-32
2014_1110_1269,1.1421633264406335e-47
2014_1110_1272,4.059159182615567e-28
2014_1110_1273,1.3005506509390875e-27
2014_1110_1276,7.158208331831133e-31
2014_1110_1277,1.1347261266526677e-27
2014_1110_1291,2.0946022914143475e-32
2014_1110_1295,2.284326652881267e-47
2014_1110_1300,3.8809175459712923e-35
2014_1110_1301,2.284326652881267e-47
2014_1110_1304,5.271240662524503e-35
2014_1110_1307,1.1421633264406335e-47
2014_1110_1308,2.284326652881267e-47
2014_1110_1314,1.8524229934839798e-30
2014_1110_1326,2.738952281533179e-30
2014_1110_1328,3.4995308771367795e-31
2014_1110_1329,2.766796235293073e-32
2014_1110_1332,5.8407388087037376e-24
2014_1110_1338,9.11302923123299e-29
2014_1110_1344,1.6722526230428676e-30
2014_1110_1361,1.60900687416674e-28
2014_1110_1372,2.284326652881267e-47
2014_1110_1386,6.630076882776358e-32
2014_1110_1387,1.1114615288088024e-32
2014_1110_1390,1.214815212591225e-28
2014_1110_1393,8.843545577772955e-31
2014_1110_1397,1.0747003227189727e-24
2014_1110_1400,4.950414299244832e-32
2014_1110_1409,2.284326652881267e-47
2014_1110_1411,8.644639530801854e-34
2014_1110_1417,6.91200299548911e-24
2014_1110_1418,2.565483500692822e-33
2014_1110_1433,2.9701535038451103e-30
2014_1110_1437,5.174761318703334e-34
2014_1110_1438,9.145598202331748e-26
2014_1110_1444,4.4625520310966966e-39
2014_1110_1451,2.4396134585797216e-33
2014_1110_1454,9.62226892377011e-38
2014_1110_1455,3.340657848352951e-24
2014_1110_1458,5.312387588395012e-49
2014_1110_1459,1.3613686266481324e-38
2014_1110_1462,2.0281213103810315e-35
2014_1112_1113,1.3040375497400553e-18
2014_1112_1124,1.3040375497400553e-18
2014_1112_1140,1.3040375497400553e-18
2014_1112_1142,1.3040375497400553e-18
2014_1112_1153,1.3040375497400553e-18
2014_1112_1157,1.3040375497400553e-18
2014_1112_1160,1.3040375497400553e-18
2014_1112_1163,2.608074370714573e-18
2014_1112_1166,7.992062254534427e-14
2014_1112_1173,2.6080750994801105e-18
2014_1112_1174,1.3040375497400553e-18
2014_1112_1181,1.3040375497400553e-18
2014_1112_1184,1.3040375497400553e-18
2014_1112_1196,0.9999999999967062
2014_1112_1203,1.3040375497400553e-18
2014_1112_1211,1.0
2014_1112_1217,0.9999999333979219
2014_1112_1234,2.6080750994801105e-18
2014_1112_1235,0.9879263948173064
2014_1112_1242,0.9999999999572693
2014_1112_1243,2.6080750994801105e-18
2014_1112_1246,0.9999873705211917
2014_1112_1257,0.9787060073423741
2014_1112_1264,0.6679443962986882
2014_1112_1269,1.3040375497400553e-18
2014_1112_1272,0.9999999587100029
2014_1112_1273,0.99999999400301
2014_1112_1276,0.9985263532384753
2014_1112_1277,0.9999999924818831
2014_1112_1291,0.6679443962986882
2014_1112_1295,2.6080750994801105e-18
2014_1112_1300,6.613674010977288e-05
2014_1112_1301,2.6080750994801105e-18
2014_1112_1304,0.0001091379058148723
2014_1112_1307,1.3040375497400553e-18
2014_1112_1308,2.6080750994801105e-18
2014_1112_1314,0.999692910162909
2014_1112_1326,0.9998389962819676
2014_1112_1328,0.9929013583190538
2014_1112_1329,0.7607813930593536
2014_1112_1332,0.9999999999999949
2014_1112_1338,0.9999996001973737
2014_1112_1344,0.9996364056811441
2014_1112_1361,0.9999999021493446
2014_1112_1372,2.6080750994801105e-18
2014_1112_1386,0.9002537486550422
2014_1112_1387,0.42152910880917865
2014_1112_1390,0.9999996955869886
2014_1112_1393,0.9989599592388739
2014_1112_1397,0.9999999999999136
2014_1112_1400,0.8937894080658968
2014_1112_1409,2.6080750994801105e-18
2014_1112_1411,0.010568995803233313
2014_1112_1417,0.999999999999996
2014_1112_1418,0.05989706355276743
2014_1112_1433,0.9997901697358728
2014_1112_1437,0.004582111049130856
2014_1112_1438,0.9999999999948246
2014_1112_1444,2.57477181237378e-11
2014_1112_1451,0.999999999993425
2014_1112_1454,3.739218719556694e-09
2014_1112_1455,0.9999999999999882
2014_1112_1458,0.12935455540718727
2014_1112_1459,1.5666507923598555e-10
2014_1112_1462,2.288803038943058e-05
2014_1113_1124,1.2515882145997336e-16
2014_1113_1140,1.2515882145997336e-16
2014_1113_1142,1.2515882145997336e-16
2014_1113_1153,1.2515882145997336e-16
2014_1113_1157,1.2515882145997336e-16
2014_1113_1160,1.2515882145997336e-16
2014_1113_1163,2.5031757297454074e-16
2014_1113_1166,5.85230121479004e-18
2014_1113_1173,2.503176429199467e-16
2014_1113_1174,1.2515882145997336e-16
2014_1113_1181,1.2515882145997336e-16
2014_1113_1184,1.2515882145997336e-16
2014_1113_1196,0.9999982654804459
2014_1113_1203,1.2515882145997336e-16
2014_1113_1211,1.4383261658875212e-13
2014_1113_1217,0.9822801549048517
2014_1113_1234,2.503176429199467e-16
2014_1113_1235,0.0006720954716151704
2014_1113_1242,0.9999810669854118
2014_1113_1243,2.503176429199467e-16
2014_1113_1246,0.29289276863545594
2014_1113_1257,0.0003921360029573339
2014_1113_1264,2.1052014883394963e-05
2014_1113_1269,1.2515882145997336e-16
2014_1113_1272,0.9885860866372569
2014_1113_1273,0.9980962260497891
2014_1113_1276,0.0048255405235254935
2014_1113_1277,0.9976501733326113
2014_1113_1291,2.1052014883394963e-05
2014_1113_1295,2.503176429199467e-16
2014_1113_1300,1.3455738746037405e-09
2014_1113_1301,2.503176429199467e-16
2014_1113_1304,2.1507076360976602e-09
2014_1113_1307,1.2515882145997336e-16
2014_1113_1308,2.503176429199467e-16
2014_1113_1314,0.0205804703075156
2014_1113_1326,0.03699495999122906
2014_1113_1328,0.0011540471554226102
2014_1113_1329,3.230640798291284e-05
2014_1113_1332,0.9999999957663754
2014_1113_1338,0.9124878473404979
2014_1113_1344,0.017628427531632594
2014_1113_1361,0.9539551936959574
2014_1113_1372,2.503176429199467e-16
2014_1113_1386,8.91432922197424e-05
2014_1113_1387,8.155014835227557e-06
2014_1113_1390,0.930647542169011
2014_1113_1393,0.0066730133860189635
2014_1113_1397,0.9999999418415386
2014_1113_1400,0.021564589698494258
2014_1113_1409,2.503176429199467e-16
2014_1113_1411,1.568898785141443e-07
2014_1113_1417,0.9999999967383209
2014_1113_1418,8.33982790522646e-07
2014_1113_1433,0.030281511495730405
2014_1113_1437,7.137188940394875e-08
2014_1113_1438,0.9999973565463188
2014_1113_1444,1.3230471885267452e-15
2014_1113_1451,7.719501803856498e-07
2014_1113_1454,1.410358758920101e-13
2014_1113_1455,0.9999999909822922
2014_1113_1458,0.9987391537199485
2014_1113_1459,7.199048235515081e-15
2014_1113_1462,4.982034098816552e-10
2014_1124_1140,3.313626180230652e-22
2014_1124_1142,3.313626180230652e-22
2014_1124_1153,3.313626180230652e-22
2014_1124_1157,3.313626180230652e-22
2014_1124_1160,3.313626180230652e-22
2014_1124_1163,6.62725050863076e-22
2014_1124_1166,1.0
2014_1124_1173,6.627252360461304e-22
2014_1124_1174,3.313626180230652e-22
2014_1124_1181,3.313626180230652e-22
2014_1124_1184,3.313626180230652e-22
2014_1124_1196,0.9999999999999996
2014_1124_1203,3.313626180230652e-22
2014_1124_1211,3.4896747379940084e-06
2014_1124_1217,0.9999999999848885
2014_1124_1234,6.627252360461304e-22
2014_1124_1235,0.999995222949763
2014_1124_1242,0.9999999999999931
2014_1124_1243,6.627252360461304e-22
2014_1124_1246,0.999999996365414
2014_1124_1257,0.9999912751007253
2014_1124_1264,0.9997711355593945
2014_1124_1269,3.313626180230652e-22
2014_1124_1272,0.9999999999908327
2014_1124_1273,0.9999999999987803
2014_1124_1276,0.9999994748804155
2014_1124_1277,0.9999999999984552
2014_1124_1291,0.9997711355593945
2014_1124_1295,6.627252360461304e-22
2014_1124_1300,0.08391760630587311
2014_1124_1301,6.627252360461304e-22
2014_1124_1304,1.0
2014_1124_1307,3.313626180230652e-22
2014_1124_1308,6.627252360461304e-22
2014_1124_1314,0.9999998980925047
2014_1124_1326,0.9999999480996256
2014_1124_1328,0.9999971959735379
2014_1124_1329,0.999858122572022
2014_1124_1332,1.0
2014_1124_1338,0.9999999999008538
2014_1124_1344,0.9999998784203324
2014_1124_1361,0.999999999954504
2014_1124_1372,6.627252360461304e-22
2014_1124_1386,0.9999509437110505
2014_1124_1387,0.9993384755287781
2014_1124_1390,0.9999999999260085
2014_1124_1393,0.9999996352691141
2014_1124_1397,1.0
2014_1124_1400,0.9999485840035406
2014_1124_1409,6.627252360461304e-22
2014_1124_1411,0.9485609652452391
2014_1124_1417,1.0
2014_1124_1418,0.991660282065898
2014_1124_1433,0.999999929651806
2014_1124_1437,0.8845362524138866
2014_1124_1438,0.9999999999999993
2014_1124_1444,1.9091352910988503e-08
2014_1124_1451,0.9909159294286456
2014_1124_1454,3.4143354300910633e-06
2014_1124_1455,1.0
2014_1124_1458,1.061317286148611e-20
2014_1124_1459,1.252385626195863e-07
2014_1124_1462,0.029395225043738878
2014_1140_1142,4.550649307121044e-23
2014_1140_1153,4.550649307121044e-23
2014_1140_1157,4.550649307121044e-23
2014_1140_1160,4.550649307121044e-23
2014_1140_1163,9.101296071097229e-23
2014_1140_1166,1.1207438439470109e-24
2014_1140_1173,9.101298614242088e-23
2014_1140_1174,4.550649307121044e-23
2014_1140_1181,4.550649307121044e-23
2014_1140_1184,4.550649307121044e-23
2014_1140_1196,0.00034021368353005164
2014_1140_1203,4.550649307121044e-23
2014_1140_1211,9.504001095533407e-21
2014_1140_1217,9.267848249059684e-08
2014_1140_1234,9.101298614242088e-23
2014_1140_1235,3.963363971926221e-12
2014_1140_1242,4.0835644186221894e-05
2014_1140_1243,9.101298614242088e-23
2014_1140_1246,1.194887629455827e-09
2014_1140_1257,2.453614856040401e-12
2014_1140_1264,1.8174544134913332e-13
2014_1140_1269,4.550649307121044e-23
2014_1140_1272,1.3774149408112506e-07
2014_1140_1273,6.812503421060816e-07
2014_1140_1276,2.296496107551652e-11
2014_1140_1277,5.649102135441331e-07
2014_1140_1291,1.8174544134913332e-13
2014_1140_1295,9.101298614242088e-23
2014_1140_1300,3.3322415718552446e-17
2014_1140_1301,9.101298614242088e-23
2014_1140_1304,5.062391383077325e-17
2014_1140_1307,4.550649307121044e-23
2014_1140_1308,9.101298614242088e-23
2014_1140_1314,8.4582914877681e-11
2014_1140_1326,1.4461500996961074e-10
2014_1140_1328,6.862374752139907e-12
2014_1140_1329,2.660768837410653e-13
2014_1140_1332,2.932866996463353e-18
2014_1140_1338,2.064129153609776e-08
2014_1140_1344,7.350927702137995e-11
2014_1140_1361,3.8673495558958717e-08
2014_1140_1372,9.101298614242088e-23
2014_1140_1386,7.023869635655427e-13
2014_1140_1387,7.799493889276715e-14
2014_1140_1390,2.6296313965690103e-08
2014_1140_1393,3.068735904837606e-11
2014_1140_1397,0.0068630195437056
2014_1140_1400,5.975103714244193e-13
2014_1140_1409,9.101298614242088e-23
2014_1140_1411,2.3163998810932894e-15
2014_1140_1417,0.08162754117088371
2014_1140_1418,1.0258919281402859e-14
2014_1140_1433,1.2874758925437742e-10
2014_1140_1437,1.1482747189460844e-15
2014_1140_1438,0.0002341444701508287
2014_1140_1444,1.4361911917800857e-22
2014_1140_1451,9.57648236739207e-15
2014_1140_1454,9.338689169197438e-21
2014_1140_1455,0.03441331447591415
2014_1140_1458,9.826694594175066e-07
2014_1140_1459,6.535294584209589e-22
2014_1140_1462,1.3737257918936206e-17
2014_1142_1153,7.053190207362087e-36
2014_1142_1157,7.053190207362087e-36
2014_1142_1160,7.053190207362087e-36
2014_1142_1163,1.4106376473026362e-35
2014_1142_1166,3.3739941329027486e-22
2014_1142_1173,1.4106380414724174e-35
2014_1142_1174,7.053190207362087e-36
2014_1142_1181,7.053190207362087e-36
2014_1142_1184,7.053190207362087e-36
2014_1142_1196,0.45198525811095713
2014_1142_1203,7.053190207362087e-36
2014_1142_1211,4.162372811573313e-18
2014_1142_1217,0.0001527130665941517
2014_1142_1234,1.4106380414724174e-35
2014_1142_1235,4.123202102524861e-09
2014_1142_1242,0.0821539190507237
2014_1142_1243,1.4106380414724174e-35
2014_1142_1246,1.606005078229556e-06
2014_1142_1257,2.4980844487794142e-09
2014_1142_1264,1.646857132140053e-10
2014_1142_1269,7.053190207362087e-36
2014_1142_1272,0.0002311648573085798
2014_1142_1273,0.0012304749861932506
2014_1142_1276,2.5863438222499725e-08
2014_1142_1277,0.0010116818235678339
2014_1142_1291,1.646857132140053e-10
2014_1142_1295,1.4106380414724174e-35
2014_1142_1300,2.06846124343183e-14
2014_1142_1301,1.4106380414724174e-35
2014_1142_1304,3.1999478046739745e-14
2014_1142_1307,7.053190207362087e-36
2014_1142_1308,1.4106380414724174e-35
2014_1142_1314,1.0106256461097876e-07
2014_1142_1326,1.7705911563852553e-07
2014_1142_1328,7.1188473994193234e-09
2014_1142_1329,2.452364810794882e-10
2014_1142_1332,0.9954885681129628
2014_1142_1338,3.076591896144499e-05
2014_1142_1344,8.72730593299532e-08
2014_1142_1361,6.120002034516941e-05
2014_1142_1372,1.4106380414724174e-35
2014_1142_1386,6.578241494505963e-10
2014_1142_1387,6.770023467808653e-11
2014_1142_1390,4.0877950164682315e-05
2014_1142_1393,3.5017280240240135e-08
2014_1142_1397,0.9508126111942603
2014_1142_1400,5.693514653395625e-10
2014_1142_1409,1.4106380414724174e-35
2014_1142_1411,0.9999999999997862
2014_1142_1417,0.9964560758648625
2014_1142_1418,8.1826128301512e-12
2014_1142_1433,1.5249547003615645e-07
2014_1142_1437,8.317193745911424e-13
2014_1142_1438,0.3579792276861103
2014_1142_1444,5.2787031617306457e-20
2014_1142_1451,7.615106680126158e-12
2014_1142_1454,4.086950958779385e-18
2014_1142_1455,3.2805535848195787e-37
2014_1142_1458,0.0018045014211186508
2014_1142_1459,2.558346055765284e-19
2014_1142_1462,8.206514309762886e-15
2014_1153_1157,2.0592490109818427e-17
2014_1153_1160,2.0592490109818427e-17
2014_1153_1163,4.118496871145817e-17
2014_1153_1166,2.7226203433925575e-19
2014_1153_1173,4.1184980219636855e-17
2014_1153_1174,2.0592490109818427e-17
2014_1153_1181,2.0592490109818427e-17
2014_1153_1184,2.0592490109818427e-17
2014_1153_1196,0.9998807105528977
2014_1153_1203,2.0592490109818427e-17
2014_1153_1211,5.408294442842776e-15
2014_1153_1217,1.1002133345570435e-05
2014_1153_1234,4.1184980219636855e-17
2014_1153_1235,1.5561515199806935e-05
2014_1153_1242,0.9987684758063611
2014_1153_1243,4.1184980219636855e-17
2014_1153_1246,0.008232141552924217
2014_1153_1257,9.186441065441592e-06
2014_1153_1264,5.260493137571471e-07
2014_1153_1269,2.0592490109818427e-17
2014_1153_1272,0.6060989417001785
2014_1153_1273,0.8994102873272238
2014_1153_1276,0.00010735196650060405
2014_1153_1277,0.8791628667952937
2014_1153_1291,5.260493137571471e-07
2014_1153_1295,4.1184980219636855e-17
2014_1153_1300,4.1555899713262695e-11
2014_1153_1301,4.1184980219636855e-17
2014_1153_1304,6.574734081920785e-11
2014_1153_1307,2.0592490109818427e-17
2014_1153_1308,4.1184980219636855e-17
2014_1153_1314,0.00045005440793828967
2014_1153_1326,0.0008114629503235338
2014_1153_1328,2.677538199695001e-05
2014_1153_1329,7.996664624908891e-07
2014_1153_1332,0.9999996656871252
2014_1153_1338,0.16248151733061342
2014_1153_1344,0.0003857252918929152
2014_1153_1361,0.27545206266012134
2014_1153_1372,4.1184980219636855e-17
2014_1153_1386,2.187040961352442e-06
2014_1153_1387,2.0808800920986926e-07
2014_1153_1390,0.19914560869972572
2014_1153_1393,0.0001476431818636622
2014_1153_1397,0.99999567588306
2014_1153_1400,1.9473906795274054e-06
2014_1153_1409,4.1184980219636855e-17
2014_1153_1411,4.367133102274757e-09
2014_1153_1417,0.999999740886571
2014_1153_1418,2.2377934313010132e-08
2014_1153_1433,0.0006719128014257554
2014_1153_1437,2.0212772133333162e-09
2014_1153_1438,0.9998199546657527
2014_1153_1444,5.49464135089751e-17
2014_1153_1451,2.0748688005607238e-08
2014_1153_1454,5.305352931305865e-15
2014_1153_1455,0.999999299121244
2014_1153_1458,0.930475616099299
2014_1153_1459,2.8846947973942063e-16
2014_1153_1462,1.572171222719637e-11
2014_1157_1160,8.771202555895209e-21
2014_1157_1163,1.7542400209975935e-20
2014_1157_1166,2.158124369895207e-22
2014_1157_1173,1.7542405111790418e-20
2014_1157_1174,8.771202555895209e-21
2014_1157_1181,8.771202555895209e-21
2014_1157_1184,8.771202555895209e-21
2014_1157_1196,0.31365484335959404
2014_1157_1203,8.771202555895209e-21
2014_1157_1211,2.620630813770277e-18
2014_1157_1217,8.785548006309964e-05
2014_1157_1234,1.7542405111790418e-20
2014_1157_1235,2.4634814042057422e-09
2014_1157_1242,0.04771659442174187
2014_1157_1243,1.7542405111790418e-20
2014_1157_1246,9.439356769839483e-07
2014_1157_1257,1.4949132293142159e-09
2014_1157_1264,9.937968246734647e-11
2014_1157_1269,8.771202555895209e-21
2014_1157_1272,0.00013277127761462596
2014_1157_1273,0.0007021916996537799
2014_1157_1276,1.5359956368928862e-08
2014_1157_1277,0.0005777511192238282
2014_1157_1291,9.937968246734647e-11
2014_1157_1295,1.7542405111790418e-20
2014_1157_1300,1.278674572131665e-14
2014_1157_1301,1.7542405111790418e-20
2014_1157_1304,1.9760522122509262e-14
2014_1157_1307,8.771202555895209e-21
2014_1157_1308,1.7542405111790418e-20
2014_1157_1314,5.974297413470385e-08
2014_1157_1326,1.0446519364450545e-07
2014_1157_1328,4.254183981909126e-09
2014_1157_1329,1.478116963032432e-10
2014_1157_1332,0.9916605710540876
2014_1157_1338,1.8542046266744935e-05
2014_1157_1344,5.161734205968739e-08
2014_1157_1361,3.533498107025552e-05
2014_1157_1372,1.7542405111790418e-20
2014_1157_1386,3.960426425990839e-10
2014_1157_1387,4.122499918121906e-11
2014_1157_1390,2.3638811180519148e-05
2014_1157_1393,2.0775190918102274e-08
2014_1157_1397,0.9134249993400244
2014_1157_1400,3.434915459432203e-10
2014_1157_1409,1.7542405111790418e-20
2014_1157_1411,1.0576982971732858e-12
2014_1157_1417,0.9934353460500267
2014_1157_1418,4.98066981871204e-12
2014_1157_1433,9.020962479260185e-08
2014_1157_1437,5.093980038861244e-13
2014_1157_1438,4.4999641553897776e-13
2014_1157_1444,3.3497320181983785e-20
2014_1157_1451,4.636159912576298e-12
2014_1157_1454,2.5732352750359607e-18
2014_1157_1455,0.9832508842698114
2014_1157_1458,0.0010283703878606588
2014_1157_1459,1.6190326235343958e-19
2014_1157_1462,5.084208130987937e-15
2014_1160_1163,7.542635441888664e-31
2014_1160_1166,1.3089060735382552e-31
2014_1160_1173,7.542637549502172e-31
2014_1160_1174,3.771318774751086e-31
2014_1160_1181,3.771318774751086e-31
2014_1160_1184,3.771318774751086e-31
2014_1160_1196,1.3149536819265184e-13
2014_1160_1203,3.771318774751086e-31
2014_1160_1211,3.823594599635104e-28
2014_1160_1217,9.875852889630756e-17
2014_1160_1234,7.542637549502172e-31
2014_1160_1235,1.4528704034702292e-20
2014_1160_1242,2.0513727171570816e-14
2014_1160_1243,7.542637549502172e-31
2014_1160_1246,2.166912697427432e-18
2014_1160_1257,9.537238039462281e-21
2014_1160_1264,9.705092567231673e-22
2014_1160_1269,3.771318774751086e-31
2014_1160_1272,1.3977809385816954e-16
2014_1160_1273,5.675629705973263e-16
2014_1160_1276,6.789962807567235e-20
2014_1160_1277,4.816444632252942e-16
2014_1160_1291,9.705092567231673e-22
2014_1160_1295,7.542637549502172e-31
2014_1160_1300,5.047429080366153e-25
2014_1160_1301,7.542637549502172e-31
2014_1160_1304,7.291305637161559e-25
2014_1160_1307,3.771318774751086e-31
2014_1160_1308,7.542637549502172e-31
2014_1160_1314,2.1315612716970982e-19
2014_1160_1326,3.4123983678592723e-19
2014_1160_1328,2.5350810972998213e-20
2014_1160_1329,1.356342768505711e-21
2014_1160_1332,1.4071421342762386e-11
2014_1160_1338,9.77872853536882e-33
2014_1160_1344,1.884643955666015e-19
2014_1160_1361,4.589830795079188e-17
2014_1160_1372,7.542637549502172e-31
2014_1160_1386,3.427316537211916e-21
2014_1160_1387,4.591259942100185e-22
2014_1160_1390,3.2727927539274064e-17
2014_1160_1393,8.756713110507023e-20
2014_1160_1397,1.838122476484096e-12
2014_1160_1400,2.751125625317764e-21
2014_1160_1409,7.542637549502172e-31
2014_1160_1411,2.1017385487436206e-23
2014_1160_1417,1.7230415119602237e-11
2014_1160_1418,7.770948480483763e-23
2014_1160_1433,3.321843196192864e-19
2014_1160_1437,1.1342926081420817e-23
2014_1160_1438,9.47750006087024e-14
2014_1160_1444,9.491154898289262e-30
2014_1160_1451,7.314893227863821e-23
2014_1160_1454,3.7649303619669908e-28
2014_1160_1455,7.55694894011464e-12
2014_1160_1458,7.824753706961822e-16
2014_1160_1459,3.611325510339392e-29
2014_1160_1462,2.315044452018074e-25
2014_1163_1166,3.884684553031921e-14
2014_1163_1173,5.454624608541031e-19
2014_1163_1174,2.7273123042705156e-19
2014_1163_1181,2.7273123042705156e-19
2014_1163_1184,2.7273123042705156e-19
2014_1163_1196,0.9999999999999796
2014_1163_1203,2.7273123042705156e-19
2014_1163_1211,1.7647350110432887e-09
2014_1163_1217,0.9999998279832819
2014_1163_1234,5.454624608541031e-19
2014_1163_1235,0.9999895730302633
2014_1163_1242,0.9999999998853975
2014_1163_1243,5.454624608541031e-19
2014_1163_1246,0.9999999944297961
2014_1163_1257,0.9499310410141274
2014_1163_1264,0.4575124158361017
2014_1163_1269,2.7273123042705156e-19
2014_1163_1272,0.999999893097754
2014_1163_1273,0.9999999843195941
2014_1163_1276,0.9963894277416351
2014_1163_1277,0.9999999944297961
2014_1163_1291,0.4575124158361017
2014_1163_1295,5.454624608541031e-19
2014_1163_1300,2.9169443022626262e-05
2014_1163_1301,5.454624608541031e-19
2014_1163_1304,4.8019276475905364e-05
2014_1163_1307,2.7273123042705156e-19
2014_1163_1308,5.454624608541031e-19
2014_1163_1314,0.9992403690870294
2014_1163_1326,0.9996003530276985
2014_1163_1328,0.9829332918509517
2014_1163_1329,0.5708777697595853
2014_1163_1332,0.9999999999999853
2014_1163_1338,0.9999989776385575
2014_1163_1344,0.9991014345203599
2014_1163_1361,0.9999995089208755
2014_1163_1372,5.454624608541031e-19
2014_1163_1386,0.9999999768777875
2014_1163_1387,0.2349541983497688
2014_1163_1390,0.9999992198373193
2014_1163_1393,0.9974457450781274
2014_1163_1397,0.9999999999997609
2014_1163_1400,0.7779533623201698
2014_1163_1409,5.454624608541031e-19
2014_1163_1411,0.00457463063913164
2014_1163_1417,0.9999999999999889
2014_1163_1418,0.02645305311218754
2014_1163_1433,0.9994814826154763
2014_1163_1437,0.9999999999999611
2014_1163_1438,0.9999999999859677
2014_1163_1444,1.2183578265322368e-11
2014_1163_1451,0.0244159901707965
2014_1163_1454,1.728330124964319e-09
2014_1163_1455,0.9999999999999674
2014_1163_1458,0.999999989901298
2014_1163_1459,7.350664037691478e-11
2014_1163_1462,1.014649553850596e-05
2014_1166_1173,2.511289050196235e-21
2014_1166_1174,1.2556445250981175e-21
2014_1166_1181,1.2556445250981175e-21
2014_1166_1184,1.2556445250981175e-21
2014_1166_1196,0.9999999999996929
2014_1166_1203,1.2556445250981175e-21
2014_1166_1211,2.3807314203008436e-08
2014_1166_1217,0.9999999929898571
2014_1166_1234,2.511289050196235e-21
2014_1166_1235,0.9985145050093955
2014_1166_1242,0.999999999995888
2014_1166_1243,2.511289050196235e-21
2014_1166_1246,0.9999985835792217
2014_1166_1257,0.9973403444458012
2014_1166_1264,0.9405309099315283
2014_1166_1269,1.2556445250981175e-21
2014_1166_1272,0.9999999956791801
2014_1166_1273,0.9999999993869784
2014_1166_1276,0.9998248379369807
2014_1166_1277,0.9999999992293704
2014_1166_1291,0.9405309099315283
2014_1166_1295,2.511289050196235e-21
2014_1166_1300,0.00046079340100516655
2014_1166_1301,2.511289050196235e-21
2014_1166_1304,0.0007646077076475886
2014_1166_1307,1.2556445250981175e-21
2014_1166_1308,2.511289050196235e-21
2014_1166_1314,0.9999642126566578
2014_1166_1326,0.9999813838711266
2014_1166_1328,0.9991296632222296
